Country,Year,Gender ratio,Education level,Percentage women
El Salvador,2005,1.04,Ratio of girls to boys in upper secondary education,10.7
El Salvador,2010,0.95,Ratio of girls to boys in primary education,19.0
El Salvador,2010,0.99,Ratio of girls to boys in secondary education,19.0
El Salvador,2010,1.02,Ratio of girls to boys in upper secondary education,19.0
El Salvador,2015,0.96,Ratio of girls to boys in primary education,27.4
El Salvador,2015,1.01,Ratio of girls to boys in secondary education,27.4
El Salvador,2015,1.05,Ratio of girls to boys in upper secondary education,27.4
El Salvador,2018,0.97,Ratio of girls to boys in primary education,32.1
El Salvador,2018,0.99,Ratio of girls to boys in secondary education,32.1
El Salvador,2018,1.02,Ratio of girls to boys in upper secondary education,32.1
El Salvador,2019,0.98,Ratio of girls to boys in primary education,31.0
El Salvador,2019,1.01,Ratio of girls to boys in secondary education,31.0
El Salvador,2019,1.04,Ratio of girls to boys in upper secondary education,31.0
Equatorial Guinea,2005,0.97,Ratio of girls to boys in primary education,18.0
Equatorial Guinea,2005,0.74,Ratio of girls to boys in secondary education,18.0
Equatorial Guinea,2005,0.42,Ratio of girls to boys in upper secondary education,18.0
Equatorial Guinea,2010,0.99,Ratio of girls to boys in primary education,10.0
Equatorial Guinea,2015,0.99,Ratio of girls to boys in primary education,24.0
Eritrea,2005,0.81,Ratio of girls to boys in primary education,22.0
Eritrea,2005,0.6,Ratio of girls to boys in secondary education,22.0
Eritrea,2005,0.53,Ratio of girls to boys in upper secondary education,22.0
Eritrea,2010,0.85,Ratio of girls to boys in primary education,22.0
Eritrea,2010,0.77,Ratio of girls to boys in secondary education,22.0
Eritrea,2010,0.71,Ratio of girls to boys in upper secondary education,22.0
Eritrea,2015,0.86,Ratio of girls to boys in primary education,22.0
Eritrea,2015,0.85,Ratio of girls to boys in secondary education,22.0
Eritrea,2015,0.85,Ratio of girls to boys in upper secondary education,22.0
Eritrea,2018,0.86,Ratio of girls to boys in primary education,22.0
Eritrea,2018,0.91,Ratio of girls to boys in secondary education,22.0
Eritrea,2018,0.95,Ratio of girls to boys in upper secondary education,22.0
Estonia,2005,0.97,Ratio of girls to boys in primary education,18.8
Estonia,2005,1.04,Ratio of girls to boys in secondary education,18.8
Estonia,2005,1.12,Ratio of girls to boys in upper secondary education,18.8
Estonia,2010,0.99,Ratio of girls to boys in primary education,22.8
Estonia,2010,1.0,Ratio of girls to boys in secondary education,22.8
Estonia,2010,1.03,Ratio of girls to boys in upper secondary education,22.8
Estonia,2015,1.0,Ratio of girls to boys in primary education,19.8
Estonia,2015,1.0,Ratio of girls to boys in secondary education,19.8
Estonia,2015,1.03,Ratio of girls to boys in upper secondary education,19.8
Estonia,2018,1.0,Ratio of girls to boys in primary education,26.7
Estonia,2018,1.03,Ratio of girls to boys in secondary education,26.7
Estonia,2018,1.05,Ratio of girls to boys in upper secondary education,26.7
Estonia,2019,1.01,Ratio of girls to boys in primary education,28.7
Estonia,2019,1.04,Ratio of girls to boys in secondary education,28.7
Estonia,2019,1.08,Ratio of girls to boys in upper secondary education,28.7
Eswatini,2005,0.93,Ratio of girls to boys in primary education,10.8
Eswatini,2005,0.96,Ratio of girls to boys in secondary education,10.8
Eswatini,2005,0.88,Ratio of girls to boys in upper secondary education,10.8
Eswatini,2010,0.91,Ratio of girls to boys in primary education,13.6
Eswatini,2010,0.95,Ratio of girls to boys in secondary education,13.6
Eswatini,2010,0.92,Ratio of girls to boys in upper secondary education,13.6
Eswatini,2015,0.91,Ratio of girls to boys in primary education,6.2
Eswatini,2015,1.0,Ratio of girls to boys in secondary education,6.2
Eswatini,2015,0.99,Ratio of girls to boys in upper secondary education,6.2
Eswatini,2018,0.92,Ratio of girls to boys in primary education,6.2
Eswatini,2019,0.92,Ratio of girls to boys in primary education,7.2
Ethiopia,2005,0.84,Ratio of girls to boys in primary education,7.7
Ethiopia,2005,0.6,Ratio of girls to boys in secondary education,7.7
Ethiopia,2005,0.67,Ratio of girls to boys in upper secondary education,7.7
Ethiopia,2010,0.92,Ratio of girls to boys in primary education,21.9
Ethiopia,2010,0.83,Ratio of girls to boys in secondary education,21.9
Ethiopia,2010,0.7,Ratio of girls to boys in upper secondary education,21.9
Ethiopia,2015,0.91,Ratio of girls to boys in primary education,27.8
Ethiopia,2015,0.96,Ratio of girls to boys in secondary education,27.8
Ethiopia,2015,0.98,Ratio of girls to boys in upper secondary education,27.8
Ethiopia,2020,0.91,Ratio of girls to boys in primary education,38.8
Fiji,2015,0.98,Ratio of girls to boys in primary education,14.0
Fiji,2019,0.96,Ratio of girls to boys in primary education,19.6
Finland,2005,0.99,Ratio of girls to boys in primary education,37.5
Finland,2005,1.05,Ratio of girls to boys in secondary education,37.5
Finland,2005,1.09,Ratio of girls to boys in upper secondary education,37.5
Finland,2010,0.99,Ratio of girls to boys in primary education,40.0
Finland,2010,1.05,Ratio of girls to boys in secondary education,40.0
Finland,2010,1.09,Ratio of girls to boys in upper secondary education,40.0
Finland,2015,0.99,Ratio of girls to boys in primary education,42.5
Finland,2015,1.1,Ratio of girls to boys in secondary education,42.5
Finland,2015,1.16,Ratio of girls to boys in upper secondary education,42.5
Finland,2018,0.99,Ratio of girls to boys in primary education,42.0
Finland,2018,1.1,Ratio of girls to boys in secondary education,42.0
Finland,2018,1.17,Ratio of girls to boys in upper secondary education,42.0
Finland,2019,0.99,Ratio of girls to boys in primary education,41.5
Finland,2019,1.1,Ratio of girls to boys in secondary education,41.5
Finland,2019,1.16,Ratio of girls to boys in upper secondary education,41.5
France,2005,0.99,Ratio of girls to boys in primary education,12.2
France,2005,1.0,Ratio of girls to boys in secondary education,12.2
France,2005,1.02,Ratio of girls to boys in upper secondary education,12.2
France,2010,0.99,Ratio of girls to boys in primary education,18.9
France,2010,1.01,Ratio of girls to boys in secondary education,18.9
France,2010,1.03,Ratio of girls to boys in upper secondary education,18.9
France,2015,0.99,Ratio of girls to boys in primary education,26.2
France,2015,1.01,Ratio of girls to boys in secondary education,26.2
France,2015,1.03,Ratio of girls to boys in upper secondary education,26.2
France,2018,0.99,Ratio of girls to boys in primary education,39.0
France,2018,1.01,Ratio of girls to boys in secondary education,39.0
France,2018,1.02,Ratio of girls to boys in upper secondary education,39.0
France,2019,0.99,Ratio of girls to boys in primary education,39.7
France,2019,1.0,Ratio of girls to boys in secondary education,39.7
France,2019,1.01,Ratio of girls to boys in upper secondary education,39.7
Gambia,2005,1.03,Ratio of girls to boys in primary education,13.2
Gambia,2010,1.03,Ratio of girls to boys in primary education,7.5
Gambia,2010,0.96,Ratio of girls to boys in secondary education,7.5
Gambia,2010,0.87,Ratio of girls to boys in upper secondary education,7.5
Gambia,2015,1.07,Ratio of girls to boys in primary education,9.4
Gambia,2018,1.09,Ratio of girls to boys in primary education,10.3
Gambia,2019,1.11,Ratio of girls to boys in primary education,10.3
Gambia,2020,1.12,Ratio of girls to boys in primary education,8.6
Georgia,2005,1.04,Ratio of girls to boys in primary education,9.4
Georgia,2005,1.04,Ratio of girls to boys in secondary education,9.4
Georgia,2005,1.05,Ratio of girls to boys in upper secondary education,9.4
Georgia,2010,1.01,Ratio of girls to boys in primary education,5.1
Georgia,2015,1.0,Ratio of girls to boys in primary education,11.3
Georgia,2015,1.03,Ratio of girls to boys in secondary education,11.3
Georgia,2015,1.05,Ratio of girls to boys in upper secondary education,11.3
Georgia,2018,1.01,Ratio of girls to boys in primary education,16.0
Georgia,2018,1.01,Ratio of girls to boys in secondary education,16.0
Georgia,2018,1.03,Ratio of girls to boys in upper secondary education,16.0
Georgia,2019,1.01,Ratio of girls to boys in primary education,14.8
Georgia,2019,1.01,Ratio of girls to boys in secondary education,14.8
Georgia,2019,1.01,Ratio of girls to boys in upper secondary education,14.8
Georgia,2020,1.01,Ratio of girls to boys in primary education,14.1
Georgia,2020,1.01,Ratio of girls to boys in secondary education,14.1
Georgia,2020,1.01,Ratio of girls to boys in upper secondary education,14.1
Germany,2005,1.0,Ratio of girls to boys in primary education,32.8
Germany,2005,0.97,Ratio of girls to boys in secondary education,32.8
Germany,2005,0.94,Ratio of girls to boys in upper secondary education,32.8
Germany,2010,0.99,Ratio of girls to boys in primary education,32.8
Germany,2010,0.95,Ratio of girls to boys in secondary education,32.8
Germany,2010,0.89,Ratio of girls to boys in upper secondary education,32.8
Germany,2015,1.0,Ratio of girls to boys in primary education,36.5
Germany,2015,0.95,Ratio of girls to boys in secondary education,36.5
Germany,2015,0.9,Ratio of girls to boys in upper secondary education,36.5
Germany,2018,1.01,Ratio of girls to boys in primary education,30.7
Germany,2018,0.94,Ratio of girls to boys in secondary education,30.7
Germany,2018,0.89,Ratio of girls to boys in upper secondary education,30.7
Germany,2019,1.01,Ratio of girls to boys in primary education,30.9
Germany,2019,0.95,Ratio of girls to boys in secondary education,30.9
Germany,2019,0.88,Ratio of girls to boys in upper secondary education,30.9
Ghana,2005,0.96,Ratio of girls to boys in primary education,10.9
Ghana,2005,0.84,Ratio of girls to boys in secondary education,10.9
Ghana,2005,0.73,Ratio of girls to boys in upper secondary education,10.9
Ghana,2015,1.0,Ratio of girls to boys in primary education,10.9
Ghana,2015,0.95,Ratio of girls to boys in secondary education,10.9
Ghana,2015,0.9,Ratio of girls to boys in upper secondary education,10.9
Ghana,2018,1.01,Ratio of girls to boys in primary education,12.7
Ghana,2018,0.99,Ratio of girls to boys in secondary education,12.7
Ghana,2018,0.95,Ratio of girls to boys in upper secondary education,12.7
Ghana,2019,1.01,Ratio of girls to boys in primary education,13.1
Ghana,2019,1.0,Ratio of girls to boys in secondary education,13.1
Ghana,2019,0.96,Ratio of girls to boys in upper secondary education,13.1
Ghana,2020,1.02,Ratio of girls to boys in primary education,13.1
Ghana,2020,1.0,Ratio of girls to boys in secondary education,13.1
Ghana,2020,0.97,Ratio of girls to boys in upper secondary education,13.1
Greece,2005,0.98,Ratio of girls to boys in primary education,14.0
Greece,2005,0.95,Ratio of girls to boys in secondary education,14.0
Greece,2005,0.96,Ratio of girls to boys in upper secondary education,14.0
Greece,2010,0.98,Ratio of girls to boys in primary education,17.3
Greece,2010,0.97,Ratio of girls to boys in secondary education,17.3
Greece,2010,0.99,Ratio of girls to boys in upper secondary education,17.3
Greece,2015,0.99,Ratio of girls to boys in primary education,23.0
Greece,2015,0.93,Ratio of girls to boys in secondary education,23.0
Greece,2015,0.91,Ratio of girls to boys in upper secondary education,23.0
Greece,2018,1.0,Ratio of girls to boys in primary education,18.3
Greece,2018,0.95,Ratio of girls to boys in secondary education,18.3
Greece,2018,0.94,Ratio of girls to boys in upper secondary education,18.3
Greece,2019,1.01,Ratio of girls to boys in primary education,18.7
Greece,2019,0.95,Ratio of girls to boys in secondary education,18.7
Greece,2019,0.94,Ratio of girls to boys in upper secondary education,18.7
Grenada,2005,0.97,Ratio of girls to boys in primary education,26.7
Grenada,2005,1.03,Ratio of girls to boys in secondary education,26.7
Grenada,2005,1.15,Ratio of girls to boys in upper secondary education,26.7
Grenada,2010,0.96,Ratio of girls to boys in primary education,13.3
Grenada,2010,1.03,Ratio of girls to boys in secondary education,13.3
Grenada,2010,1.26,Ratio of girls to boys in upper secondary education,13.3
Grenada,2015,0.96,Ratio of girls to boys in primary education,33.3
Grenada,2015,0.98,Ratio of girls to boys in secondary education,33.3
Grenada,2015,1.1,Ratio of girls to boys in upper secondary education,33.3
Grenada,2018,0.98,Ratio of girls to boys in primary education,33.3
Grenada,2018,1.03,Ratio of girls to boys in secondary education,33.3
Grenada,2018,1.08,Ratio of girls to boys in upper secondary education,33.3
Guatemala,2005,0.94,Ratio of girls to boys in primary education,8.2
Guatemala,2005,0.92,Ratio of girls to boys in secondary education,8.2
Guatemala,2005,1.02,Ratio of girls to boys in upper secondary education,8.2
Guatemala,2010,0.98,Ratio of girls to boys in primary education,12.0
Guatemala,2010,0.94,Ratio of girls to boys in secondary education,12.0
Guatemala,2010,1.01,Ratio of girls to boys in upper secondary education,12.0
Guatemala,2015,0.97,Ratio of girls to boys in primary education,13.3
Guatemala,2015,0.94,Ratio of girls to boys in secondary education,13.3
Guatemala,2015,1.03,Ratio of girls to boys in upper secondary education,13.3
Guatemala,2018,0.97,Ratio of girls to boys in primary education,12.7
Guatemala,2018,0.95,Ratio of girls to boys in secondary education,12.7
Guatemala,2018,1.05,Ratio of girls to boys in upper secondary education,12.7
Guatemala,2019,0.98,Ratio of girls to boys in primary education,19.0
Guatemala,2019,0.96,Ratio of girls to boys in secondary education,19.0
Guatemala,2019,1.07,Ratio of girls to boys in upper secondary education,19.0
Guatemala,2020,0.98,Ratio of girls to boys in primary education,19.0
Guatemala,2020,0.98,Ratio of girls to boys in secondary education,19.0
Guatemala,2020,1.08,Ratio of girls to boys in upper secondary education,19.0
Guinea,2005,0.8,Ratio of girls to boys in primary education,19.3
Guinea,2005,0.49,Ratio of girls to boys in secondary education,19.3
Guinea,2005,0.44,Ratio of girls to boys in upper secondary education,19.3
Guinea,2020,0.85,Ratio of girls to boys in primary education,22.8
Guinea-Bissau,2010,0.93,Ratio of girls to boys in primary education,10.0
Guyana,2005,1.0,Ratio of girls to boys in primary education,30.8
Guyana,2005,1.02,Ratio of girls to boys in secondary education,30.8
Guyana,2005,1.05,Ratio of girls to boys in upper secondary education,30.8
Guyana,2010,0.97,Ratio of girls to boys in primary education,30.0
Guyana,2010,1.04,Ratio of girls to boys in secondary education,30.0
Guyana,2010,1.06,Ratio of girls to boys in upper secondary education,30.0
Honduras,2005,1.0,Ratio of girls to boys in primary education,5.5
Honduras,2010,1.0,Ratio of girls to boys in primary education,18.0
Honduras,2010,1.23,Ratio of girls to boys in secondary education,18.0
Honduras,2010,1.39,Ratio of girls to boys in upper secondary education,18.0
Honduras,2015,0.99,Ratio of girls to boys in primary education,25.8
Honduras,2015,1.2,Ratio of girls to boys in secondary education,25.8
Honduras,2015,1.35,Ratio of girls to boys in upper secondary education,25.8
Honduras,2019,1.0,Ratio of girls to boys in primary education,21.1
Honduras,2019,1.12,Ratio of girls to boys in secondary education,21.1
Honduras,2019,1.26,Ratio of girls to boys in upper secondary education,21.1
Honduras,2020,1.01,Ratio of girls to boys in primary education,21.1
Honduras,2020,1.15,Ratio of girls to boys in secondary education,21.1
Honduras,2020,1.26,Ratio of girls to boys in upper secondary education,21.1
Hungary,2005,0.98,Ratio of girls to boys in primary education,9.1
Hungary,2005,0.99,Ratio of girls to boys in secondary education,9.1
Hungary,2005,1.0,Ratio of girls to boys in upper secondary education,9.1
Hungary,2010,0.99,Ratio of girls to boys in primary education,11.1
Hungary,2010,0.99,Ratio of girls to boys in secondary education,11.1
Hungary,2010,1.0,Ratio of girls to boys in upper secondary education,11.1
Hungary,2015,1.0,Ratio of girls to boys in primary education,10.1
Hungary,2015,1.01,Ratio of girls to boys in secondary education,10.1
Hungary,2015,1.02,Ratio of girls to boys in upper secondary education,10.1
Hungary,2018,0.99,Ratio of girls to boys in primary education,10.1
Hungary,2018,1.0,Ratio of girls to boys in secondary education,10.1
Hungary,2018,1.0,Ratio of girls to boys in upper secondary education,10.1
Hungary,2019,0.99,Ratio of girls to boys in primary education,12.6
Hungary,2019,1.16,Ratio of girls to boys in secondary education,12.6
Hungary,2019,1.0,Ratio of girls to boys in upper secondary education,12.6
Iceland,2005,0.98,Ratio of girls to boys in primary education,30.2
Iceland,2005,1.01,Ratio of girls to boys in secondary education,30.2
Iceland,2005,1.03,Ratio of girls to boys in upper secondary education,30.2
Iceland,2010,1.01,Ratio of girls to boys in primary education,42.9
Iceland,2010,1.02,Ratio of girls to boys in secondary education,42.9
Iceland,2010,1.03,Ratio of girls to boys in upper secondary education,42.9
Iceland,2015,1.0,Ratio of girls to boys in primary education,41.3
Iceland,2015,1.01,Ratio of girls to boys in secondary education,41.3
Iceland,2015,1.01,Ratio of girls to boys in upper secondary education,41.3
Iceland,2018,1.0,Ratio of girls to boys in primary education,38.1
Iceland,2018,0.99,Ratio of girls to boys in secondary education,38.1
Iceland,2018,0.98,Ratio of girls to boys in upper secondary education,38.1
Iceland,2019,1.0,Ratio of girls to boys in primary education,38.1
Iceland,2019,0.97,Ratio of girls to boys in secondary education,38.1
Iceland,2019,0.96,Ratio of girls to boys in upper secondary education,38.1
India,2010,1.03,Ratio of girls to boys in primary education,10.8
India,2010,0.94,Ratio of girls to boys in secondary education,10.8
India,2010,0.9,Ratio of girls to boys in upper secondary education,10.8
India,2015,1.12,Ratio of girls to boys in primary education,12.0
India,2015,1.02,Ratio of girls to boys in secondary education,12.0
India,2015,0.98,Ratio of girls to boys in upper secondary education,12.0
India,2019,1.02,Ratio of girls to boys in primary education,12.6
India,2019,1.02,Ratio of girls to boys in secondary education,12.6
India,2019,0.99,Ratio of girls to boys in upper secondary education,12.6
India,2020,1.02,Ratio of girls to boys in primary education,14.4
India,2020,1.0,Ratio of girls to boys in secondary education,14.4
India,2020,0.95,Ratio of girls to boys in upper secondary education,14.4
India,2005,0.84,Ratio of girls to boys in secondary education,8.3
India,2005,0.77,Ratio of girls to boys in upper secondary education,8.3
India,2018,1.01,Ratio of girls to boys in secondary education,11.8
India,2018,0.98,Ratio of girls to boys in upper secondary education,11.8
Indonesia,2005,0.97,Ratio of girls to boys in primary education,11.3
Indonesia,2005,0.99,Ratio of girls to boys in secondary education,11.3
Indonesia,2005,0.95,Ratio of girls to boys in upper secondary education,11.3
Indonesia,2010,1.03,Ratio of girls to boys in primary education,18.0
Indonesia,2010,1.01,Ratio of girls to boys in secondary education,18.0
Indonesia,2010,0.98,Ratio of girls to boys in upper secondary education,18.0
Indonesia,2015,0.97,Ratio of girls to boys in primary education,17.1
Indonesia,2015,1.0,Ratio of girls to boys in secondary education,17.1
Indonesia,2015,0.96,Ratio of girls to boys in upper secondary education,17.1
Indonesia,2018,0.97,Ratio of girls to boys in primary education,19.8
Indonesia,2018,1.03,Ratio of girls to boys in secondary education,19.8
Indonesia,2018,1.04,Ratio of girls to boys in upper secondary education,19.8
Iran (Islamic Republic of),2005,0.97,Ratio of girls to boys in primary education,4.1
Iran (Islamic Republic of),2005,0.96,Ratio of girls to boys in secondary education,4.1
Iran (Islamic Republic of),2005,1.03,Ratio of girls to boys in upper secondary education,4.1
Iran (Islamic Republic of),2010,0.98,Ratio of girls to boys in primary education,2.8
Iran (Islamic Republic of),2010,0.94,Ratio of girls to boys in secondary education,2.8
Iran (Islamic Republic of),2010,0.94,Ratio of girls to boys in upper secondary education,2.8
Iran (Islamic Republic of),2015,1.06,Ratio of girls to boys in primary education,3.1
Iran (Islamic Republic of),2015,0.94,Ratio of girls to boys in secondary education,3.1
Ireland,2005,1.0,Ratio of girls to boys in primary education,13.3
Ireland,2005,1.09,Ratio of girls to boys in secondary education,13.3
Ireland,2005,1.15,Ratio of girls to boys in upper secondary education,13.3
Ireland,2010,1.0,Ratio of girls to boys in primary education,13.9
Ireland,2010,1.06,Ratio of girls to boys in secondary education,13.9
Ireland,2010,1.12,Ratio of girls to boys in upper secondary education,13.9
Ireland,2015,1.0,Ratio of girls to boys in primary education,16.3
Ireland,2015,1.03,Ratio of girls to boys in secondary education,16.3
Ireland,2015,1.06,Ratio of girls to boys in upper secondary education,16.3
Ireland,2018,0.99,Ratio of girls to boys in primary education,22.2
Ireland,2018,1.14,Ratio of girls to boys in secondary education,22.2
Ireland,2018,1.22,Ratio of girls to boys in upper secondary education,22.2
Ireland,2019,1.0,Ratio of girls to boys in primary education,22.2
Ireland,2019,1.1,Ratio of girls to boys in secondary education,22.2
Ireland,2019,1.16,Ratio of girls to boys in upper secondary education,22.2
Israel,2005,1.01,Ratio of girls to boys in primary education,15.0
Israel,2005,0.99,Ratio of girls to boys in secondary education,15.0
Israel,2005,0.98,Ratio of girls to boys in upper secondary education,15.0
Israel,2010,1.0,Ratio of girls to boys in primary education,19.2
Israel,2010,1.02,Ratio of girls to boys in secondary education,19.2
Israel,2010,1.02,Ratio of girls to boys in upper secondary education,19.2
Israel,2015,1.01,Ratio of girls to boys in primary education,22.5
Israel,2015,1.01,Ratio of girls to boys in secondary education,22.5
Israel,2015,1.02,Ratio of girls to boys in upper secondary education,22.5
Israel,2018,1.01,Ratio of girls to boys in primary education,27.5
Israel,2018,1.02,Ratio of girls to boys in secondary education,27.5
Israel,2018,1.02,Ratio of girls to boys in upper secondary education,27.5
Israel,2019,1.01,Ratio of girls to boys in primary education,29.2
Israel,2019,1.02,Ratio of girls to boys in secondary education,29.2
Israel,2019,1.02,Ratio of girls to boys in upper secondary education,29.2
Italy,2005,0.99,Ratio of girls to boys in primary education,11.5
Italy,2005,0.99,Ratio of girls to boys in secondary education,11.5
Italy,2005,1.01,Ratio of girls to boys in upper secondary education,11.5
Italy,2010,0.99,Ratio of girls to boys in primary education,21.3
Italy,2010,0.99,Ratio of girls to boys in secondary education,21.3
Italy,2010,1.0,Ratio of girls to boys in upper secondary education,21.3
Italy,2015,1.0,Ratio of girls to boys in primary education,31.0
Italy,2015,1.0,Ratio of girls to boys in secondary education,31.0
Italy,2015,1.01,Ratio of girls to boys in upper secondary education,31.0
Italy,2018,0.97,Ratio of girls to boys in primary education,31.0
Italy,2018,0.99,Ratio of girls to boys in secondary education,31.0
Italy,2018,1.0,Ratio of girls to boys in upper secondary education,31.0
Italy,2019,0.98,Ratio of girls to boys in primary education,35.7
Italy,2019,0.98,Ratio of girls to boys in secondary education,35.7
Italy,2019,1.0,Ratio of girls to boys in upper secondary education,35.7
Jamaica,2005,1.0,Ratio of girls to boys in primary education,11.7
Jamaica,2005,1.06,Ratio of girls to boys in secondary education,11.7
Jamaica,2005,1.16,Ratio of girls to boys in upper secondary education,11.7
Jamaica,2010,1.08,Ratio of girls to boys in secondary education,13.3
Jamaica,2010,1.2,Ratio of girls to boys in upper secondary education,13.3
Jamaica,2015,1.07,Ratio of girls to boys in secondary education,12.7
Jamaica,2015,1.06,Ratio of girls to boys in upper secondary education,12.7
Jamaica,2018,1.03,Ratio of girls to boys in secondary education,17.5
Jamaica,2018,1.05,Ratio of girls to boys in upper secondary education,17.5
Jamaica,2019,1.02,Ratio of girls to boys in secondary education,17.5
Jamaica,2019,1.03,Ratio of girls to boys in upper secondary education,17.5
Jamaica,2020,1.01,Ratio of girls to boys in secondary education,17.5
Jamaica,2020,1.03,Ratio of girls to boys in upper secondary education,17.5
Japan,2018,1.0,Ratio of girls to boys in primary education,10.1
Jordan,2005,1.01,Ratio of girls to boys in primary education,5.5
Jordan,2005,1.03,Ratio of girls to boys in secondary education,5.5
Jordan,2005,1.06,Ratio of girls to boys in upper secondary education,5.5
Jordan,2010,0.98,Ratio of girls to boys in primary education,6.4
Jordan,2010,1.04,Ratio of girls to boys in secondary education,6.4
Jordan,2010,1.14,Ratio of girls to boys in upper secondary education,6.4
Jordan,2018,0.98,Ratio of girls to boys in primary education,15.4
Jordan,2018,1.03,Ratio of girls to boys in secondary education,15.4
Jordan,2018,1.16,Ratio of girls to boys in upper secondary education,15.4
Jordan,2019,0.98,Ratio of girls to boys in primary education,15.4
Jordan,2019,1.02,Ratio of girls to boys in secondary education,15.4
Jordan,2019,1.11,Ratio of girls to boys in upper secondary education,15.4
Jordan,2020,0.99,Ratio of girls to boys in primary education,15.4
Jordan,2020,1.03,Ratio of girls to boys in secondary education,15.4
Jordan,2020,1.11,Ratio of girls to boys in upper secondary education,15.4
Kazakhstan,2005,1.0,Ratio of girls to boys in primary education,10.4
Kazakhstan,2010,1.01,Ratio of girls to boys in primary education,17.8
Kazakhstan,2010,1.01,Ratio of girls to boys in secondary education,17.8
Kazakhstan,2010,1.03,Ratio of girls to boys in upper secondary education,17.8
Kazakhstan,2015,1.0,Ratio of girls to boys in primary education,26.2
Kazakhstan,2015,1.03,Ratio of girls to boys in secondary education,26.2
Kazakhstan,2015,1.09,Ratio of girls to boys in upper secondary education,26.2
Kazakhstan,2018,1.02,Ratio of girls to boys in primary education,27.1
Kazakhstan,2018,1.01,Ratio of girls to boys in secondary education,27.1
Kazakhstan,2018,1.01,Ratio of girls to boys in upper secondary education,27.1
Kazakhstan,2019,1.02,Ratio of girls to boys in primary education,27.1
Kazakhstan,2019,1.01,Ratio of girls to boys in secondary education,27.1
Kazakhstan,2019,1.01,Ratio of girls to boys in upper secondary education,27.1
Kazakhstan,2020,1.0,Ratio of girls to boys in primary education,27.1
Kazakhstan,2020,1.0,Ratio of girls to boys in secondary education,27.1
Kazakhstan,2020,1.0,Ratio of girls to boys in upper secondary education,27.1
Kenya,2005,0.96,Ratio of girls to boys in primary education,7.1
Kenya,2005,0.94,Ratio of girls to boys in secondary education,7.1
Kenya,2005,0.89,Ratio of girls to boys in upper secondary education,7.1
Kenya,2015,1.0,Ratio of girls to boys in primary education,19.7
Kiribati,2005,1.01,Ratio of girls to boys in primary education,4.8
Kiribati,2005,1.15,Ratio of girls to boys in secondary education,4.8
Kiribati,2005,1.26,Ratio of girls to boys in upper secondary education,4.8
Kiribati,2015,1.02,Ratio of girls to boys in primary education,8.7
Kiribati,2020,1.06,Ratio of girls to boys in primary education,6.5
Kuwait,2005,1.04,Ratio of girls to boys in primary education,0.0
Kuwait,2005,1.09,Ratio of girls to boys in secondary education,0.0
Kuwait,2005,1.1,Ratio of girls to boys in upper secondary education,0.0
Kuwait,2010,0.98,Ratio of girls to boys in primary education,7.7
Kuwait,2010,1.02,Ratio of girls to boys in secondary education,7.7
Kuwait,2010,1.08,Ratio of girls to boys in upper secondary education,7.7
Kuwait,2015,1.03,Ratio of girls to boys in primary education,1.5
Kuwait,2015,1.06,Ratio of girls to boys in secondary education,1.5
Kuwait,2018,1.1,Ratio of girls to boys in primary education,3.1
Kuwait,2019,1.15,Ratio of girls to boys in primary education,4.6
Kuwait,2020,1.13,Ratio of girls to boys in primary education,6.4
Kyrgyzstan,2005,0.98,Ratio of girls to boys in primary education,10.0
Kyrgyzstan,2005,1.0,Ratio of girls to boys in secondary education,10.0
Kyrgyzstan,2005,1.03,Ratio of girls to boys in upper secondary education,10.0
Kyrgyzstan,2010,0.99,Ratio of girls to boys in primary education,25.6
Kyrgyzstan,2010,1.0,Ratio of girls to boys in secondary education,25.6
Kyrgyzstan,2010,1.01,Ratio of girls to boys in upper secondary education,25.6
Kyrgyzstan,2015,0.99,Ratio of girls to boys in primary education,23.3
Kyrgyzstan,2015,1.01,Ratio of girls to boys in secondary education,23.3
Kyrgyzstan,2015,1.06,Ratio of girls to boys in upper secondary education,23.3
Kyrgyzstan,2018,0.99,Ratio of girls to boys in primary education,19.2
Kyrgyzstan,2018,1.0,Ratio of girls to boys in secondary education,19.2
Kyrgyzstan,2018,1.02,Ratio of girls to boys in upper secondary education,19.2
Kyrgyzstan,2019,0.99,Ratio of girls to boys in primary education,19.2
Kyrgyzstan,2019,1.0,Ratio of girls to boys in secondary education,19.2
Kyrgyzstan,2019,1.03,Ratio of girls to boys in upper secondary education,19.2
Kyrgyzstan,2020,1.0,Ratio of girls to boys in primary education,19.2
Kyrgyzstan,2020,1.0,Ratio of girls to boys in secondary education,19.2
Kyrgyzstan,2020,1.03,Ratio of girls to boys in upper secondary education,19.2
Lao People's Dem. Rep.,2005,0.87,Ratio of girls to boys in primary education,22.9
Lao People's Dem. Rep.,2005,0.75,Ratio of girls to boys in secondary education,22.9
Lao People's Dem. Rep.,2005,0.71,Ratio of girls to boys in upper secondary education,22.9
Lao People's Dem. Rep.,2010,0.91,Ratio of girls to boys in primary education,25.2
Lao People's Dem. Rep.,2010,0.82,Ratio of girls to boys in secondary education,25.2
Lao People's Dem. Rep.,2010,0.81,Ratio of girls to boys in upper secondary education,25.2
Lao People's Dem. Rep.,2015,0.95,Ratio of girls to boys in primary education,25.0
Lao People's Dem. Rep.,2015,0.92,Ratio of girls to boys in secondary education,25.0
Lao People's Dem. Rep.,2015,0.89,Ratio of girls to boys in upper secondary education,25.0
