name,target type,desc,component id
Casein kinase II subunit alpha,SINGLE PROTEIN,Target is a single protein chain,4562
Malonyl-CoA-acyl carrier protein transacylase,SINGLE PROTEIN,Target is a single protein chain,4565
A1 adenosine receptor,SINGLE PROTEIN,Target is a single protein chain,4044
Microtubule-associated protein tau,SINGLE PROTEIN,Target is a single protein chain,4056
Kinesin-like protein KIFC3,SINGLE PROTEIN,Target is a single protein chain,4058
Baculoviral IAP repeat-containing protein 7,SINGLE PROTEIN,Target is a single protein chain,4066
Tyrosyl-DNA phosphodiesterase 1,SINGLE PROTEIN,Target is a single protein chain,4128
Transitional endoplasmic reticulum ATPase,SINGLE PROTEIN,Target is a single protein chain,4176
Phospho-N-acetylmuramoyl-pentapeptide-transferase,SINGLE PROTEIN,Target is a single protein chain,4182
C-X-C chemokine receptor type 3,SINGLE PROTEIN,Target is a single protein chain,4292
Beta-lactamase SHV-5,SINGLE PROTEIN,Target is a single protein chain,4294
C-X-C chemokine receptor type 3,SINGLE PROTEIN,Target is a single protein chain,4354
Serine/threonine-protein kinase TAO2,SINGLE PROTEIN,Target is a single protein chain,4355
Arginase-1,SINGLE PROTEIN,Target is a single protein chain,3950
Multidrug resistance protein CDR1,SINGLE PROTEIN,Target is a single protein chain,5497
Cyclin-dependent kinase-like 3,SINGLE PROTEIN,Target is a single protein chain,4782
Microtubule-associated serine/threonine-protein kinase 1,SINGLE PROTEIN,Target is a single protein chain,5504
Purine nucleoside phosphorylase,SINGLE PROTEIN,Target is a single protein chain,5123
UDP-galactose 4-epimerase,SINGLE PROTEIN,Target is a single protein chain,5124
Benomyl/methotrexate resistance protein,SINGLE PROTEIN,Target is a single protein chain,5792
Mitochondrial peptide methionine sulfoxide reductase,SINGLE PROTEIN,Target is a single protein chain,5793
PglD,SINGLE PROTEIN,Target is a single protein chain,5794
Peripheral myelin protein 22,SINGLE PROTEIN,Target is a single protein chain,5795
Isocitrate dehydrogenase [NADP] cytoplasmic,SINGLE PROTEIN,Target is a single protein chain,5796
DNA dC->dU-editing enzyme APOBEC-3F,SINGLE PROTEIN,Target is a single protein chain,5797
Botulinum neurotoxin type F,SINGLE PROTEIN,Target is a single protein chain,5798
Tyrosine-protein phosphatase non-receptor type 5,SINGLE PROTEIN,Target is a single protein chain,5799
26S proteasome non-ATPase regulatory subunit 14,SINGLE PROTEIN,Target is a single protein chain,5800
"ATP-binding cassette sub-family B member 6, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,5801
Leucine-rich repeat serine/threonine-protein kinase 2,SINGLE PROTEIN,Target is a single protein chain,5827
1-deoxy-D-xylulose 5-phosphate reductoisomerase,SINGLE PROTEIN,Target is a single protein chain,5812
Thioredoxin,SINGLE PROTEIN,Target is a single protein chain,5813
EWS-Fli1 protein,SINGLE PROTEIN,Target is a single protein chain,5814
ETS translocation variant 1,SINGLE PROTEIN,Target is a single protein chain,5815
Pirin,SINGLE PROTEIN,Target is a single protein chain,5816
DNA polymerase nu,SINGLE PROTEIN,Target is a single protein chain,5817
C-X-C chemokine receptor type 7,SINGLE PROTEIN,Target is a single protein chain,5820
Aminopeptidase N,SINGLE PROTEIN,Target is a single protein chain,5821
Protein E6,SINGLE PROTEIN,Target is a single protein chain,5822
ATP-dependent RNA helicase DDX1,SINGLE PROTEIN,Target is a single protein chain,5823
Peptide deformylase,SINGLE PROTEIN,Target is a single protein chain,5824
Class 1 phosphodiesterase PDEB1,SINGLE PROTEIN,Target is a single protein chain,5825
Oxytocin receptor,SINGLE PROTEIN,Target is a single protein chain,5888
Vasopressin V1a receptor,SINGLE PROTEIN,Target is a single protein chain,5889
Ubiquitin-like modifier-activating enzyme 5,SINGLE PROTEIN,Target is a single protein chain,5890
NEDD8-activating enzyme E1 catalytic subunit,SINGLE PROTEIN,Target is a single protein chain,5891
NEDD8-activating enzyme E1 regulatory subunit,SINGLE PROTEIN,Target is a single protein chain,5892
Serine/threonine-protein kinase pknF,SINGLE PROTEIN,Target is a single protein chain,5893
Estrogen receptor,SINGLE PROTEIN,Target is a single protein chain,5970
Hydroxyacid oxidase 2,SINGLE PROTEIN,Target is a single protein chain,5971
Hydroxyacid oxidase 1,SINGLE PROTEIN,Target is a single protein chain,5972
Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,SINGLE PROTEIN,Target is a single protein chain,5973
von Willebrand factor,SINGLE PROTEIN,Target is a single protein chain,5974
Sphingolipid delta(4)-desaturase DES1,SINGLE PROTEIN,Target is a single protein chain,5828
TGF-beta receptor type-1,SINGLE PROTEIN,Target is a single protein chain,5829
Kinesin-like protein KIF7,SINGLE PROTEIN,Target is a single protein chain,5830
Kinesin-like protein KIF20B,SINGLE PROTEIN,Target is a single protein chain,5831
Kinesin-like protein KIF20A,SINGLE PROTEIN,Target is a single protein chain,5832
Neutral ceramidase,SINGLE PROTEIN,Target is a single protein chain,5833
"Fatty acid-binding protein, adipocyte",SINGLE PROTEIN,Target is a single protein chain,5834
Lipase,SINGLE PROTEIN,Target is a single protein chain,5835
Acylamino-acid-releasing enzyme,SINGLE PROTEIN,Target is a single protein chain,5856
Polymerase acidic protein,SINGLE PROTEIN,Target is a single protein chain,5826
IGF-like family receptor 1,SINGLE PROTEIN,Target is a single protein chain,5857
Melanin-concentrating hormone receptor 1,SINGLE PROTEIN,Target is a single protein chain,5858
Kinesin heavy chain isoform 5C,SINGLE PROTEIN,Target is a single protein chain,5859
"Steroidogenic acute regulatory protein, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,5860
Peptide deformylase,SINGLE PROTEIN,Target is a single protein chain,5861
Rap guanine nucleotide exchange factor 3,SINGLE PROTEIN,Target is a single protein chain,5862
Rap guanine nucleotide exchange factor 4,SINGLE PROTEIN,Target is a single protein chain,5863
Cytoplasmic tyrosine-protein kinase BMX,SINGLE PROTEIN,Target is a single protein chain,5942
Ephrin type-A receptor 3,SINGLE PROTEIN,Target is a single protein chain,5943
Tyrosine-protein kinase Fgr,SINGLE PROTEIN,Target is a single protein chain,5944
Receptor-type tyrosine-protein kinase FLT3,SINGLE PROTEIN,Target is a single protein chain,5945
Mitogen-activated protein kinase 9,SINGLE PROTEIN,Target is a single protein chain,5946
Mast/stem cell growth factor receptor Kit,SINGLE PROTEIN,Target is a single protein chain,5947
Proto-oncogene tyrosine-protein kinase receptor Ret,SINGLE PROTEIN,Target is a single protein chain,5948
Tyrosine-protein kinase receptor Tie-1,SINGLE PROTEIN,Target is a single protein chain,5949
Tyrosine-protein kinase ZAP-70,SINGLE PROTEIN,Target is a single protein chain,5950
Proto-oncogene tyrosine-protein kinase ROS,SINGLE PROTEIN,Target is a single protein chain,5951
Regulator of G-protein signaling 8,SINGLE PROTEIN,Target is a single protein chain,5952
Taste receptor type 2 member 31,SINGLE PROTEIN,Target is a single protein chain,5953
N-acylethanolamine-hydrolyzing acid amidase,SINGLE PROTEIN,Target is a single protein chain,5954
Streptopain,SINGLE PROTEIN,Target is a single protein chain,5955
DNA repair protein RAD51 homolog 1,SINGLE PROTEIN,Target is a single protein chain,5956
DNA repair protein RAD51 homolog 1,SINGLE PROTEIN,Target is a single protein chain,5957
C-type lectin domain family 7 member A,SINGLE PROTEIN,Target is a single protein chain,5958
C-type lectin domain family 7 member A,SINGLE PROTEIN,Target is a single protein chain,5959
Calcitonin gene-related peptide type 1 receptor,SINGLE PROTEIN,Target is a single protein chain,5960
Polymerase acidic protein,SINGLE PROTEIN,Target is a single protein chain,5878
Lupus La protein,SINGLE PROTEIN,Target is a single protein chain,5975
"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",SINGLE PROTEIN,Target is a single protein chain,5976
Thrombin,SINGLE PROTEIN,Target is a single protein chain,5977
Probable ATP-dependent RNA helicase DHX36,SINGLE PROTEIN,Target is a single protein chain,5978
Chondroitin sulfate N-acetylgalactosaminyltransferase 1,SINGLE PROTEIN,Target is a single protein chain,5979
Multidrug resistance-associated protein 5,SINGLE PROTEIN,Target is a single protein chain,5980
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,5981
Kynurenine--oxoglutarate transaminase 3,SINGLE PROTEIN,Target is a single protein chain,5982
Prostaglandin E synthase,SINGLE PROTEIN,Target is a single protein chain,5983
Membrane-bound lytic murein transglycosylase B,SINGLE PROTEIN,Target is a single protein chain,5984
Neuraminidase,SINGLE PROTEIN,Target is a single protein chain,5803
Renin,SINGLE PROTEIN,Target is a single protein chain,5804
Hepatocyte growth factor receptor,SINGLE PROTEIN,Target is a single protein chain,5805
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,5806
Anoctamin-1,SINGLE PROTEIN,Target is a single protein chain,5807
Acidic mammalian chitinase,SINGLE PROTEIN,Target is a single protein chain,5864
Eukaryotic initiation factor 4A-I,SINGLE PROTEIN,Target is a single protein chain,5865
Eukaryotic initiation factor 4A-I,SINGLE PROTEIN,Target is a single protein chain,5866
Phosphoethanolamine N-methyltransferase,SINGLE PROTEIN,Target is a single protein chain,5867
Peptidyl-prolyl cis-trans isomerase FKBP5,SINGLE PROTEIN,Target is a single protein chain,5868
"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",SINGLE PROTEIN,Target is a single protein chain,5869
Protein-tyrosine phosphatase mitochondrial 1,SINGLE PROTEIN,Target is a single protein chain,5870
"Solute carrier family 2, facilitated glucose transporter member 9",SINGLE PROTEIN,Target is a single protein chain,5871
Subtilisin-like protease,SINGLE PROTEIN,Target is a single protein chain,5872
Omega-3 fatty acid receptor 1,SINGLE PROTEIN,Target is a single protein chain,5873
"Glutathione reductase, putative",SINGLE PROTEIN,Target is a single protein chain,5874
Long-chain fatty acid transport protein 1,SINGLE PROTEIN,Target is a single protein chain,5875
Long-chain fatty acid transport protein 1,SINGLE PROTEIN,Target is a single protein chain,5876
Natural resistance-associated macrophage protein 1,SINGLE PROTEIN,Target is a single protein chain,5877
Heat shock-related 70 kDa protein 2,SINGLE PROTEIN,Target is a single protein chain,5808
RuvB-like 2,SINGLE PROTEIN,Target is a single protein chain,5809
"ATP synthase subunit beta, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,5810
"ATP synthase subunit alpha, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,5811
Eukaryotic translation initiation factor 3 subunit F,SINGLE PROTEIN,Target is a single protein chain,5962
"Actin, cytoplasmic 1",SINGLE PROTEIN,Target is a single protein chain,5963
Biotin--protein ligase,SINGLE PROTEIN,Target is a single protein chain,5964
Syndecan-4,SINGLE PROTEIN,Target is a single protein chain,5965
ADM,SINGLE PROTEIN,Target is a single protein chain,5966
Max-like protein X,SINGLE PROTEIN,Target is a single protein chain,5967
Extracellular superoxide dismutase [Cu-Zn],SINGLE PROTEIN,Target is a single protein chain,5987
Cathepsin K,SINGLE PROTEIN,Target is a single protein chain,5985
Probable G-protein coupled receptor 142,SINGLE PROTEIN,Target is a single protein chain,5848
Probable G-protein coupled receptor 142,SINGLE PROTEIN,Target is a single protein chain,5849
Dual specificity testis-specific protein kinase 2,SINGLE PROTEIN,Target is a single protein chain,5850
Lysine-specific demethylase 6A,SINGLE PROTEIN,Target is a single protein chain,5851
Multidrug resistance-associated protein 6,SINGLE PROTEIN,Target is a single protein chain,5836
Solute carrier family 22 member 2,SINGLE PROTEIN,Target is a single protein chain,5837
Monocarboxylate transporter 4,SINGLE PROTEIN,Target is a single protein chain,5838
Solute carrier family 22 member 1,SINGLE PROTEIN,Target is a single protein chain,5839
Solute carrier family 22 member 5,SINGLE PROTEIN,Target is a single protein chain,5840
Solute carrier family 22 member 8,SINGLE PROTEIN,Target is a single protein chain,5841
Solute carrier family 22 member 4,SINGLE PROTEIN,Target is a single protein chain,5842
Solute carrier family 22 member 4,SINGLE PROTEIN,Target is a single protein chain,5843
Multidrug resistance associated protein,SINGLE PROTEIN,Target is a single protein chain,5844
Solute carrier family 22 member 1,SINGLE PROTEIN,Target is a single protein chain,5845
Solute carrier family 22 member 7,SINGLE PROTEIN,Target is a single protein chain,5846
Solute carrier family 22 member 8,SINGLE PROTEIN,Target is a single protein chain,5847
Solute carrier family 22 member 3,SINGLE PROTEIN,Target is a single protein chain,5894
Bile salt export pump,SINGLE PROTEIN,Target is a single protein chain,5895
Putative organic anion transporter 5,SINGLE PROTEIN,Target is a single protein chain,5896
Canalicular multispecific organic anion transporter 1,SINGLE PROTEIN,Target is a single protein chain,5897
Solute carrier family 22 member 11,SINGLE PROTEIN,Target is a single protein chain,5898
Solute carrier family 15 member 2,SINGLE PROTEIN,Target is a single protein chain,5899
Solute carrier organic anion transporter family member 4A1,SINGLE PROTEIN,Target is a single protein chain,5900
Solute carrier organic anion transporter family member 2A1,SINGLE PROTEIN,Target is a single protein chain,5901
Canalicular multispecific organic anion transporter 1,SINGLE PROTEIN,Target is a single protein chain,5902
Canalicular multispecific organic anion transporter 2,SINGLE PROTEIN,Target is a single protein chain,5903
Canalicular multispecific organic anion transporter 2,SINGLE PROTEIN,Target is a single protein chain,5904
Solute carrier family 22 member 3,SINGLE PROTEIN,Target is a single protein chain,5905
Solute carrier organic anion transporter family member 3A1,SINGLE PROTEIN,Target is a single protein chain,5906
Ileal sodium/bile acid cotransporter,SINGLE PROTEIN,Target is a single protein chain,5907
Multidrug resistance-associated protein 7,SINGLE PROTEIN,Target is a single protein chain,5908
Solute carrier organic anion transporter family member 1C1,SINGLE PROTEIN,Target is a single protein chain,5909
Solute carrier organic anion transporter family member 3A1,SINGLE PROTEIN,Target is a single protein chain,5910
Solute carrier organic anion transporter family member 4C1,SINGLE PROTEIN,Target is a single protein chain,5911
Solute carrier family 15 member 1,SINGLE PROTEIN,Target is a single protein chain,5912
Solute carrier organic anion transporter family member 1A5,SINGLE PROTEIN,Target is a single protein chain,5913
Solute carrier family 22 member 5,SINGLE PROTEIN,Target is a single protein chain,5914
Solute carrier family 22 member 4,SINGLE PROTEIN,Target is a single protein chain,5915
Bile salt export pump,SINGLE PROTEIN,Target is a single protein chain,5916
Solute carrier organic anion transporter family member 1A1,SINGLE PROTEIN,Target is a single protein chain,5917
Solute carrier organic anion transporter family member 1C1,SINGLE PROTEIN,Target is a single protein chain,5918
Solute carrier organic anion transporter family member 2B1,SINGLE PROTEIN,Target is a single protein chain,5919
Solute carrier organic anion transporter family member 2A1,SINGLE PROTEIN,Target is a single protein chain,5920
Solute carrier organic anion transporter family member 1A4,SINGLE PROTEIN,Target is a single protein chain,5921
Solute carrier organic anion transporter family member 4A1,SINGLE PROTEIN,Target is a single protein chain,5922
ATP-binding cassette sub-family C member 11,SINGLE PROTEIN,Target is a single protein chain,5923
Solute carrier organic anion transporter family member 2A1,SINGLE PROTEIN,Target is a single protein chain,5924
Monocarboxylate transporter 2,SINGLE PROTEIN,Target is a single protein chain,5925
ATP-binding cassette sub-family G member 2,SINGLE PROTEIN,Target is a single protein chain,5926
Multidrug resistance protein 3,SINGLE PROTEIN,Target is a single protein chain,5927
Solute carrier organic anion transporter family member 1A3,SINGLE PROTEIN,Target is a single protein chain,5928
Ileal sodium/bile acid cotransporter,SINGLE PROTEIN,Target is a single protein chain,5929
Monocarboxylate transporter 1,SINGLE PROTEIN,Target is a single protein chain,5930
Solute carrier organic anion transporter family member 4C1,SINGLE PROTEIN,Target is a single protein chain,5931
Multidrug resistance-associated protein 4,SINGLE PROTEIN,Target is a single protein chain,5932
Multidrug resistance-associated protein 6,SINGLE PROTEIN,Target is a single protein chain,5933
Sodium/bile acid cotransporter,SINGLE PROTEIN,Target is a single protein chain,5934
Solute carrier family 15 member 1,SINGLE PROTEIN,Target is a single protein chain,5935
Solute carrier family 22 member 21,SINGLE PROTEIN,Target is a single protein chain,5936
Solute carrier family 22 member 7,SINGLE PROTEIN,Target is a single protein chain,5937
Monocarboxylate transporter 10,SINGLE PROTEIN,Target is a single protein chain,5938
Monocarboxylate transporter 2,SINGLE PROTEIN,Target is a single protein chain,5939
SLC16A10 protein,SINGLE PROTEIN,Target is a single protein chain,5940
Monocarboxylate transporter 8,SINGLE PROTEIN,Target is a single protein chain,5941
Solute carrier family 22 member 9,SINGLE PROTEIN,Target is a single protein chain,5852
Solute carrier family 22 member 16,SINGLE PROTEIN,Target is a single protein chain,5853
Organic solute transporter subunit alpha,SINGLE PROTEIN,Target is a single protein chain,5854
Organic solute transporter subunit alpha,SINGLE PROTEIN,Target is a single protein chain,5855
GTPase NRas,SINGLE PROTEIN,Target is a single protein chain,5879
Son of sevenless homolog 1,SINGLE PROTEIN,Target is a single protein chain,5880
Beta-lactamase II,SINGLE PROTEIN,Target is a single protein chain,5881
Activated CDC42 kinase 1,SINGLE PROTEIN,Target is a single protein chain,5882
Serine protease hepsin,SINGLE PROTEIN,Target is a single protein chain,5883
Protein prune homolog,SINGLE PROTEIN,Target is a single protein chain,5884
Snake venom metalloproteinase Bap1,SINGLE PROTEIN,Target is a single protein chain,5885
Protein-glutamine gamma-glutamyltransferase 6,SINGLE PROTEIN,Target is a single protein chain,5886
Protein-glutamine gamma-glutamyltransferase 2,SINGLE PROTEIN,Target is a single protein chain,5887
"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,6761
Probable nicotinate-nucleotide adenylyltransferase,SINGLE PROTEIN,Target is a single protein chain,6762
Small ubiquitin-related modifier 1,SINGLE PROTEIN,Target is a single protein chain,6763
DNA repair and recombination protein RAD54-like,SINGLE PROTEIN,Target is a single protein chain,6764
Protein skinhead-1,SINGLE PROTEIN,Target is a single protein chain,6765
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,SINGLE PROTEIN,Target is a single protein chain,6766
Glycosyltransferase-like protein LARGE1,SINGLE PROTEIN,Target is a single protein chain,6767
Small ubiquitin-related modifier 2,SINGLE PROTEIN,Target is a single protein chain,6768
"Glutaminase kidney isoform, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,6769
"Methionyl-tRNA synthetase, putative",SINGLE PROTEIN,Target is a single protein chain,6770
DNA damage-inducible transcript 3 protein,SINGLE PROTEIN,Target is a single protein chain,6771
Glycoprotein hormones alpha chain,SINGLE PROTEIN,Target is a single protein chain,6772
Rac GTPase-activating protein 1,SINGLE PROTEIN,Target is a single protein chain,6773
ADP-ribosylation factor GTPase-activating protein 1,SINGLE PROTEIN,Target is a single protein chain,6774
Protein disulfide-isomerase A6,SINGLE PROTEIN,Target is a single protein chain,6775
ATP-dependent Clp protease proteolytic subunit,SINGLE PROTEIN,Target is a single protein chain,6776
Aberrant vpr protein,SINGLE PROTEIN,Target is a single protein chain,6777
"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",SINGLE PROTEIN,Target is a single protein chain,6778
Werner syndrome ATP-dependent helicase,SINGLE PROTEIN,Target is a single protein chain,6779
Heat shock protein Hsp-16.2,SINGLE PROTEIN,Target is a single protein chain,6780
Transcription factor SKN7,SINGLE PROTEIN,Target is a single protein chain,6781
Nuclear receptor subfamily 1 group I member 2,SINGLE PROTEIN,Target is a single protein chain,6782
Putative uncharacterized protein,SINGLE PROTEIN,Target is a single protein chain,6783
Toll-like receptor 3,SINGLE PROTEIN,Target is a single protein chain,6806
PTPsigma-(Brain),SINGLE PROTEIN,Target is a single protein chain,6808
Dual specificity protein phosphatase 4,SINGLE PROTEIN,Target is a single protein chain,6809
Neutral ceramidase,SINGLE PROTEIN,Target is a single protein chain,6810
Basic phospholipase A2 homolog BnSP-7,SINGLE PROTEIN,Target is a single protein chain,6811
Neurogenic locus notch homolog protein 1,SINGLE PROTEIN,Target is a single protein chain,6812
Inward rectifier potassium channel 4,SINGLE PROTEIN,Target is a single protein chain,6813
ATP-sensitive inward rectifier potassium channel 10,SINGLE PROTEIN,Target is a single protein chain,6814
Inward rectifier potassium channel 13,SINGLE PROTEIN,Target is a single protein chain,6815
ATP-sensitive inward rectifier potassium channel 1,SINGLE PROTEIN,Target is a single protein chain,6816
G-protein coupled receptor 81,SINGLE PROTEIN,Target is a single protein chain,6817
G-protein coupled receptor 81,SINGLE PROTEIN,Target is a single protein chain,6818
Protein Gpr81,SINGLE PROTEIN,Target is a single protein chain,6819
Hydroxycarboxylic acid receptor 1,SINGLE PROTEIN,Target is a single protein chain,6820
Protein CIP2A,SINGLE PROTEIN,Target is a single protein chain,6821
Farnesyl pyrophosphate synthase,SINGLE PROTEIN,Target is a single protein chain,6822
Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Target is a single protein chain,6823
DNA topoisomerase type IB small subunit,SINGLE PROTEIN,Target is a single protein chain,6824
Enoyl-[acyl-carrier-protein] reductase [NADH],SINGLE PROTEIN,Target is a single protein chain,6825
SRC kinase signaling inhibitor 1,SINGLE PROTEIN,Target is a single protein chain,6826
ATPase family AAA domain-containing protein 2,SINGLE PROTEIN,Target is a single protein chain,6827
Succinate receptor 1,SINGLE PROTEIN,Target is a single protein chain,6828
Succinate receptor 1,SINGLE PROTEIN,Target is a single protein chain,6829
2-oxoglutarate receptor 1,SINGLE PROTEIN,Target is a single protein chain,6830
DNA topoisomerase 4 subunit B,SINGLE PROTEIN,Target is a single protein chain,6831
Antithrombin-III,SINGLE PROTEIN,Target is a single protein chain,6832
Alpha-1A adrenergic receptor,SINGLE PROTEIN,Target is a single protein chain,6833
Methionine synthase,SINGLE PROTEIN,Target is a single protein chain,6834
Ubiquitin carboxyl-terminal hydrolase 7,SINGLE PROTEIN,Target is a single protein chain,6835
Ubiquitin carboxyl-terminal hydrolase 47,SINGLE PROTEIN,Target is a single protein chain,6836
Ubiquitin carboxyl-terminal hydrolase 21,SINGLE PROTEIN,Target is a single protein chain,6837
Ubiquitin carboxyl-terminal hydrolase 28,SINGLE PROTEIN,Target is a single protein chain,6838
Ubiquitin carboxyl-terminal hydrolase 8,SINGLE PROTEIN,Target is a single protein chain,6839
Tyrosine-protein phosphatase non-receptor type 22,SINGLE PROTEIN,Target is a single protein chain,6840
Fanconi anemia group F protein,SINGLE PROTEIN,Target is a single protein chain,6841
Fanconi anemia group D2 protein,SINGLE PROTEIN,Target is a single protein chain,6842
Dual specificity protein phosphatase 2,SINGLE PROTEIN,Target is a single protein chain,6843
Uncharacterized protein,SINGLE PROTEIN,Target is a single protein chain,6844
43 kDa receptor-associated protein of the synapse,SINGLE PROTEIN,Target is a single protein chain,6845
S-methylmethionine--homocysteine S-methyltransferase BHMT2,SINGLE PROTEIN,Target is a single protein chain,6846
UDP-3-O-acyl-N-acetylglucosamine deacetylase,SINGLE PROTEIN,Target is a single protein chain,6849
Urea transporter 1,SINGLE PROTEIN,Target is a single protein chain,6850
N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,SINGLE PROTEIN,Target is a single protein chain,6851
Cadherin-11,SINGLE PROTEIN,Target is a single protein chain,6852
Platelet glycoprotein 4,SINGLE PROTEIN,Target is a single protein chain,6853
Gamma-butyrobetaine dioxygenase,SINGLE PROTEIN,Target is a single protein chain,6854
Lysine-specific demethylase 5C,SINGLE PROTEIN,Target is a single protein chain,6855
Lysine-specific demethylase 7,SINGLE PROTEIN,Target is a single protein chain,6856
Serine protease SplB,SINGLE PROTEIN,Target is a single protein chain,6857
HTH-type transcriptional regulator EthR,SINGLE PROTEIN,Target is a single protein chain,6858
Antithrombin,SINGLE PROTEIN,Target is a single protein chain,6859
DNA ligase,SINGLE PROTEIN,Target is a single protein chain,6860
NAD-dependent protein deacetylase sirtuin-6,SINGLE PROTEIN,Target is a single protein chain,6861
"NAD-dependent protein deacylase sirtuin-5, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,6862
NAD-dependent protein deacetylase sirtuin-7,SINGLE PROTEIN,Target is a single protein chain,6863
NAD-dependent protein deacetylase sirtuin-4,SINGLE PROTEIN,Target is a single protein chain,6864
Glutathione peroxidase 1,SINGLE PROTEIN,Target is a single protein chain,6865
N-lysine methyltransferase SMYD2,SINGLE PROTEIN,Target is a single protein chain,6866
Histone-lysine N-methyltransferase pr-set7,SINGLE PROTEIN,Target is a single protein chain,6867
Histone-lysine N-methyltransferase EHMT2,SINGLE PROTEIN,Target is a single protein chain,6868
Histone-lysine N-methyltransferase E(z),SINGLE PROTEIN,Target is a single protein chain,6869
Histone-lysine N-methyltransferase Su(var)3-9,SINGLE PROTEIN,Target is a single protein chain,6870
Uncharacterized protein,SINGLE PROTEIN,Target is a single protein chain,6871
Glycylpeptide N-tetradecanoyltransferase,SINGLE PROTEIN,Target is a single protein chain,6872
Cdc2-related kinase,SINGLE PROTEIN,Target is a single protein chain,6873
CGMP-dependent protein kinase,SINGLE PROTEIN,Target is a single protein chain,6874
Calcium-dependent protein kinase 4,SINGLE PROTEIN,Target is a single protein chain,6875
Glucose-6-phosphate 1-dehydrogenase,SINGLE PROTEIN,Target is a single protein chain,6876
Gastric triacylglycerol lipase,SINGLE PROTEIN,Target is a single protein chain,6877
Pancreatic lipase-related protein 2,SINGLE PROTEIN,Target is a single protein chain,6878
Pancreatic lipase-related protein 2,SINGLE PROTEIN,Target is a single protein chain,6879
NQO1 protein,SINGLE PROTEIN,Target is a single protein chain,6880
NADPH--cytochrome P450 reductase,SINGLE PROTEIN,Target is a single protein chain,6881
Hydroxyacid oxidase 2,SINGLE PROTEIN,Target is a single protein chain,6882
Class I phosphodiesterase PDEB1,SINGLE PROTEIN,Target is a single protein chain,6883
Uncharacterized protein,SINGLE PROTEIN,Target is a single protein chain,6884
7-dehydrocholesterol reductase,SINGLE PROTEIN,Target is a single protein chain,6885
Tyrosyl-DNA phosphodiesterase 2,SINGLE PROTEIN,Target is a single protein chain,6886
Spermine oxidase,SINGLE PROTEIN,Target is a single protein chain,6983
Sulfate anion transporter 1,SINGLE PROTEIN,Target is a single protein chain,6984
Complement factor D,SINGLE PROTEIN,Target is a single protein chain,6985
E3 ubiquitin-protein ligase TRIM33,SINGLE PROTEIN,Target is a single protein chain,6986
PH-interacting protein,SINGLE PROTEIN,Target is a single protein chain,6987
Bromodomain-containing protein 1,SINGLE PROTEIN,Target is a single protein chain,6988
ATPase family AAA domain-containing protein 2B,SINGLE PROTEIN,Target is a single protein chain,6989
Sentrin-specific protease 2,SINGLE PROTEIN,Target is a single protein chain,6990
Poly [ADP-ribose] polymerase 14,SINGLE PROTEIN,Target is a single protein chain,6991
Poly [ADP-ribose] polymerase 15,SINGLE PROTEIN,Target is a single protein chain,6992
DNA-dependent protein kinase catalytic subunit,SINGLE PROTEIN,Target is a single protein chain,6993
Transcription factor SOX-5,SINGLE PROTEIN,Target is a single protein chain,6994
Tyrosine-protein kinase transmembrane receptor ROR1,SINGLE PROTEIN,Target is a single protein chain,6995
26S proteasome non-ATPase regulatory subunit 1,SINGLE PROTEIN,Target is a single protein chain,6996
Multiple PDZ domain protein,SINGLE PROTEIN,Target is a single protein chain,6997
Serine/threonine-protein kinase MAK,SINGLE PROTEIN,Target is a single protein chain,6998
Importin-7,SINGLE PROTEIN,Target is a single protein chain,6999
Kalirin,SINGLE PROTEIN,Target is a single protein chain,7000
Dynactin subunit 1,SINGLE PROTEIN,Target is a single protein chain,7001
Cardiotrophin-like cytokine factor 1,SINGLE PROTEIN,Target is a single protein chain,7002
Dystonin,SINGLE PROTEIN,Target is a single protein chain,7003
Afadin- and alpha-actinin-binding protein,SINGLE PROTEIN,Target is a single protein chain,7004
Voltage-dependent L-type calcium channel subunit alpha-1F,SINGLE PROTEIN,Target is a single protein chain,7005
Trace amine-associated receptor 7b,SINGLE PROTEIN,Target is a single protein chain,7006
Sodium-dependent multivitamin transporter,SINGLE PROTEIN,Target is a single protein chain,7007
Chloride transport protein 6,SINGLE PROTEIN,Target is a single protein chain,7008
"ATP synthase subunit alpha, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,7009
