name,target type,desc,component id
Serine/threonine-protein kinase TBK1,SINGLE PROTEIN,Target is a single protein chain,7129
Advanced glycosylation end product-specific receptor,SINGLE PROTEIN,Target is a single protein chain,7130
Pyruvate kinase,SINGLE PROTEIN,Target is a single protein chain,7131
"Carnitine O-palmitoyltransferase 1, muscle isoform",SINGLE PROTEIN,Target is a single protein chain,7134
Mitochondrial carnitine/acylcarnitine carrier protein,SINGLE PROTEIN,Target is a single protein chain,7135
Hypoxia up-regulated protein 1,SINGLE PROTEIN,Target is a single protein chain,7136
Heterogeneous nuclear ribonucleoproteins C1/C2,SINGLE PROTEIN,Target is a single protein chain,7137
Leucine-rich repeat-containing protein 59,SINGLE PROTEIN,Target is a single protein chain,7138
Vacuolar protein sorting-associated protein 35,SINGLE PROTEIN,Target is a single protein chain,7139
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",SINGLE PROTEIN,Target is a single protein chain,7140
Potassium voltage-gated channel subfamily H member 2,SINGLE PROTEIN,Target is a single protein chain,7141
Catalase,SINGLE PROTEIN,Target is a single protein chain,7151
Beta-lactamase SHV-95,SINGLE PROTEIN,Target is a single protein chain,7155
Extended-spectrum beta-lactamase SHV-48,SINGLE PROTEIN,Target is a single protein chain,7156
Uracil phosphoribosyltransferase,SINGLE PROTEIN,Target is a single protein chain,7157
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,7158
Pyrroline-5-carboxylate reductase,SINGLE PROTEIN,Target is a single protein chain,7159
Protoporphyrinogen IX oxidase,SINGLE PROTEIN,Target is a single protein chain,7160
Lanosterol 14-alpha demethylase,SINGLE PROTEIN,Target is a single protein chain,7161
AMP deaminase 1,SINGLE PROTEIN,Target is a single protein chain,7162
3-ketoacyl-CoA synthase 19,SINGLE PROTEIN,Target is a single protein chain,7163
3-ketoacyl-CoA synthase 18,SINGLE PROTEIN,Target is a single protein chain,7164
3-ketoacyl-CoA synthase 17,SINGLE PROTEIN,Target is a single protein chain,7165
3-ketoacyl-CoA synthase 5,SINGLE PROTEIN,Target is a single protein chain,7166
Probable 3-ketoacyl-CoA synthase 2,SINGLE PROTEIN,Target is a single protein chain,7167
3-ketoacyl-CoA synthase 1,SINGLE PROTEIN,Target is a single protein chain,7168
4-hydroxyphenylpyruvate dioxygenase,SINGLE PROTEIN,Target is a single protein chain,7169
4-hydroxy-3-methylbut-2-enyl diphosphate reductase,SINGLE PROTEIN,Target is a single protein chain,7170
1-aminocyclopropane-1-carboxylate synthase 5,SINGLE PROTEIN,Target is a single protein chain,7171
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,7172
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,7173
Superoxide dismutase [Cu-Zn],SINGLE PROTEIN,Target is a single protein chain,7174
Probable L-lysine-epsilon aminotransferase,SINGLE PROTEIN,Target is a single protein chain,7175
Endothelin B receptor,SINGLE PROTEIN,Target is a single protein chain,7176
DNA ligase,SINGLE PROTEIN,Target is a single protein chain,7177
Photosystem Q(B) protein,SINGLE PROTEIN,Target is a single protein chain,7178
"Zeta-carotene desaturase, chloroplastic/chromoplastic",SINGLE PROTEIN,Target is a single protein chain,7179
Trans-cinnamate 4-monooxygenase,SINGLE PROTEIN,Target is a single protein chain,7180
Trans-cinnamate 4-monooxygenase,SINGLE PROTEIN,Target is a single protein chain,7181
Trehalase,SINGLE PROTEIN,Target is a single protein chain,7183
Collagenase,SINGLE PROTEIN,Target is a single protein chain,7184
"Allene oxide synthase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,7185
CLC chloride channel protein,SINGLE PROTEIN,Target is a single protein chain,7186
C-terminal processing protease of the D1 protein,SINGLE PROTEIN,Target is a single protein chain,7187
Cytochrome P450 71B1,SINGLE PROTEIN,Target is a single protein chain,7188
Ecdysone receptor,SINGLE PROTEIN,Target is a single protein chain,7189
TyR1,SINGLE PROTEIN,Target is a single protein chain,7190
Collagen,SINGLE PROTEIN,Target is a single protein chain,7191
"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,7192
"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, chloroplastic/chromoplastic",SINGLE PROTEIN,Target is a single protein chain,7193
"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,7194
"1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,7195
"1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,7196
Lycopene cyclase,SINGLE PROTEIN,Target is a single protein chain,7197
"Glutamine synthetase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,7198
Lactoperoxidase,SINGLE PROTEIN,Target is a single protein chain,7199
Dual specificity protein phosphatase 26,SINGLE PROTEIN,Target is a single protein chain,7200
DNA-3-methyladenine glycosylase 1,SINGLE PROTEIN,Target is a single protein chain,7201
Renilla-luciferin 2-monooxygenase,SINGLE PROTEIN,Target is a single protein chain,7202
Cytosolic phospholipase A2,SINGLE PROTEIN,Target is a single protein chain,7203
Phosphodiesterase 5A,SINGLE PROTEIN,Target is a single protein chain,7204
Cytochrome P450 2D18,SINGLE PROTEIN,Target is a single protein chain,7205
Adenosine A1 receptor,SINGLE PROTEIN,Target is a single protein chain,7206
Neurokinin 2 receptor,SINGLE PROTEIN,Target is a single protein chain,7207
Dopamine D3 receptor,SINGLE PROTEIN,Target is a single protein chain,7208
Serotonin 1d (5-HT1d) receptor,SINGLE PROTEIN,Target is a single protein chain,7209
Serotonin 1b (5-HT1b) receptor,SINGLE PROTEIN,Target is a single protein chain,7210
Glycogen synthase kinase-3,SINGLE PROTEIN,Target is a single protein chain,7212
Putative glycogen synthase kinase,SINGLE PROTEIN,Target is a single protein chain,7213
Cell division control protein 6 homolog,SINGLE PROTEIN,Target is a single protein chain,7214
Vacuolar protein sorting-associated protein 4B,SINGLE PROTEIN,Target is a single protein chain,7215
Spermatogenesis-associated protein 5,SINGLE PROTEIN,Target is a single protein chain,7216
Vesicle-fusing ATPase,SINGLE PROTEIN,Target is a single protein chain,7217
Endoribonuclease Dicer,SINGLE PROTEIN,Target is a single protein chain,7218
Dynamin-2,SINGLE PROTEIN,Target is a single protein chain,7219
Receptor tyrosine-protein kinase erbB-2,SINGLE PROTEIN,Target is a single protein chain,7220
Threonine--tRNA ligase,SINGLE PROTEIN,Target is a single protein chain,7221
High mobility group protein B1,SINGLE PROTEIN,Target is a single protein chain,7222
High mobility group protein B1,SINGLE PROTEIN,Target is a single protein chain,7223
Emopamil-binding protein-like,SINGLE PROTEIN,Target is a single protein chain,7224
D-beta-D-heptose 7-phosphate kinase,SINGLE PROTEIN,Target is a single protein chain,7225
Putative silent information regulator 2,SINGLE PROTEIN,Target is a single protein chain,7226
Laforin,SINGLE PROTEIN,Target is a single protein chain,7228
D-3-phosphoglycerate dehydrogenase,SINGLE PROTEIN,Target is a single protein chain,7229
Niemann-Pick C1 protein,SINGLE PROTEIN,Target is a single protein chain,7231
Protein-arginine deiminase type-2,SINGLE PROTEIN,Target is a single protein chain,7232
O-acetylserine sulfhydrylase,SINGLE PROTEIN,Target is a single protein chain,7233
Potassium channel subfamily K member 3,SINGLE PROTEIN,Target is a single protein chain,7234
Potassium channel subfamily K member 9,SINGLE PROTEIN,Target is a single protein chain,7235
Potassium channel subfamily K member 2,SINGLE PROTEIN,Target is a single protein chain,7236
Protein Red,SINGLE PROTEIN,Target is a single protein chain,7237
Potassium voltage-gated channel subfamily C member 1,SINGLE PROTEIN,Target is a single protein chain,7238
Potassium voltage-gated channel subfamily B member 2,SINGLE PROTEIN,Target is a single protein chain,7239
Non-receptor tyrosine-protein kinase TYK2,SINGLE PROTEIN,Target is a single protein chain,7240
AcrB protein,SINGLE PROTEIN,Target is a single protein chain,7241
Ubiquitin-like modifier-activating enzyme ATG7,SINGLE PROTEIN,Target is a single protein chain,7242
Ubiquitin-like modifier-activating enzyme 6,SINGLE PROTEIN,Target is a single protein chain,7243
Ubiquitin-like modifier-activating enzyme 7,SINGLE PROTEIN,Target is a single protein chain,7244
Probable nuclear hormone receptor HR3,SINGLE PROTEIN,Target is a single protein chain,7245
G protein-coupled receptor,SINGLE PROTEIN,Target is a single protein chain,7246
Duffy antigen/chemokine receptor,SINGLE PROTEIN,Target is a single protein chain,7247
C-C chemokine receptor-like 2,SINGLE PROTEIN,Target is a single protein chain,7248
C-C chemokine receptor type 10,SINGLE PROTEIN,Target is a single protein chain,7249
"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",SINGLE PROTEIN,Target is a single protein chain,7250
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",SINGLE PROTEIN,Target is a single protein chain,7251
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",SINGLE PROTEIN,Target is a single protein chain,7252
"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",SINGLE PROTEIN,Target is a single protein chain,7253
Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,SINGLE PROTEIN,Target is a single protein chain,7254
"Beta-1,3-galactosyltransferase 1",SINGLE PROTEIN,Target is a single protein chain,7255
"Beta-1,3-galactosyltransferase 5",SINGLE PROTEIN,Target is a single protein chain,7256
SH2 domain-containing protein 1A,SINGLE PROTEIN,Target is a single protein chain,7257
Kinesin-like protein KIF9,SINGLE PROTEIN,Target is a single protein chain,7258
Poly [ADP-ribose] polymerase 1,SINGLE PROTEIN,Target is a single protein chain,7259
Histo-blood group ABO system transferase,SINGLE PROTEIN,Target is a single protein chain,7260
"Frataxin, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,7261
Steroid Delta-isomerase,SINGLE PROTEIN,Target is a single protein chain,7262
Neuraminidase,SINGLE PROTEIN,Target is a single protein chain,7263
Histone-lysine N-methyltransferase SMYD3,SINGLE PROTEIN,Target is a single protein chain,7264
Histone-lysine N-methyltransferase SUV420H2,SINGLE PROTEIN,Target is a single protein chain,7265
Histone-lysine N-methyltransferase SUV420H1,SINGLE PROTEIN,Target is a single protein chain,7266
Histone-lysine N-methyltransferase SETDB1,SINGLE PROTEIN,Target is a single protein chain,7267
Potassium channel subfamily K member 10,SINGLE PROTEIN,Target is a single protein chain,7275
Potassium channel subfamily K member 18,SINGLE PROTEIN,Target is a single protein chain,7274
Myelin transcription factor 1,SINGLE PROTEIN,Target is a single protein chain,7276
"Carbonic anhydrase 2, isoform A",SINGLE PROTEIN,Target is a single protein chain,7277
Carbonic anhydrase 1,SINGLE PROTEIN,Target is a single protein chain,7278
Sodium/iodide cotransporter,SINGLE PROTEIN,Target is a single protein chain,7279
Transmembrane protease serine 4,SINGLE PROTEIN,Target is a single protein chain,7280
Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Target is a single protein chain,7281
Disintegrin and metalloproteinase domain-containing protein 15,SINGLE PROTEIN,Target is a single protein chain,7282
Palmitoyl-protein thioesterase 1,SINGLE PROTEIN,Target is a single protein chain,7283
Beta-galactosidase,SINGLE PROTEIN,Target is a single protein chain,7284
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",SINGLE PROTEIN,Target is a single protein chain,7285
26S proteasome non-ATPase regulatory subunit 10,SINGLE PROTEIN,Target is a single protein chain,7286
PERQ amino acid-rich with GYF domain-containing protein 2,SINGLE PROTEIN,Target is a single protein chain,7287
HTH-type transcriptional regulator MgrA,SINGLE PROTEIN,Target is a single protein chain,7288
Lysophosphatidic acid receptor 6,SINGLE PROTEIN,Target is a single protein chain,7290
Delta(24)-sterol reductase,SINGLE PROTEIN,Target is a single protein chain,7291
Serine/threonine-protein kinase B-raf,SINGLE PROTEIN,Target is a single protein chain,7293
"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",SINGLE PROTEIN,Target is a single protein chain,7294
"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",SINGLE PROTEIN,Target is a single protein chain,7295
"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",SINGLE PROTEIN,Target is a single protein chain,7296
Alpha-ketoglutarate-dependent dioxygenase FTO,SINGLE PROTEIN,Target is a single protein chain,7297
Beta-secretase 2,SINGLE PROTEIN,Target is a single protein chain,7298
Alkaline ceramidase 2,SINGLE PROTEIN,Target is a single protein chain,7299
D-amino-acid oxidase,SINGLE PROTEIN,Target is a single protein chain,7300
FkbO,SINGLE PROTEIN,Target is a single protein chain,7301
Acid ceramidase,SINGLE PROTEIN,Target is a single protein chain,7302
"Serine/threonine-protein phosphatase PGAM5, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,7303
Dynamin-1-like protein,SINGLE PROTEIN,Target is a single protein chain,7304
Transcription factor MafK,SINGLE PROTEIN,Target is a single protein chain,7305
Streptokinase,SINGLE PROTEIN,Target is a single protein chain,7306
Nicotinamide N-methyltransferase,SINGLE PROTEIN,Target is a single protein chain,7307
Ribonucleoside-diphosphate reductase subunit alpha,SINGLE PROTEIN,Target is a single protein chain,7308
Proliferating cell nuclear antigen,SINGLE PROTEIN,Target is a single protein chain,7309
Kit ligand,SINGLE PROTEIN,Target is a single protein chain,7310
CX3C chemokine receptor 1,SINGLE PROTEIN,Target is a single protein chain,7312
A disintegrin and metalloproteinase with thrombospondin motifs 13,SINGLE PROTEIN,Target is a single protein chain,7313
Frizzled-1,SINGLE PROTEIN,Target is a single protein chain,7314
Urotensin-2 receptor,SINGLE PROTEIN,Target is a single protein chain,7315
Bacterial penicillin-binding protein 2,SINGLE PROTEIN,Target is a single protein chain,140
Protein S100-A4,SINGLE PROTEIN,Target is a single protein chain,7322
DNA repair protein RAD52 homolog,SINGLE PROTEIN,Target is a single protein chain,7324
Probable global transcription activator SNF2L2,SINGLE PROTEIN,Target is a single protein chain,7325
Paired box protein Pax-8,SINGLE PROTEIN,Target is a single protein chain,7326
TAR DNA-binding protein 43,SINGLE PROTEIN,Target is a single protein chain,7327
Phosphoglycerate kinase,SINGLE PROTEIN,Target is a single protein chain,7328
Fibroblast growth factor 22,SINGLE PROTEIN,Target is a single protein chain,7329
Voltage-sensitive sodium channel alpha-subunit,SINGLE PROTEIN,Target is a single protein chain,7330
Voltage-sensitive sodium channel,SINGLE PROTEIN,Target is a single protein chain,7331
ATP-binding cassette sub-family A member 1,SINGLE PROTEIN,Target is a single protein chain,7332
Transmembrane glycoprotein gp41,SINGLE PROTEIN,Target is a single protein chain,7333
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,7334
"DNA topoisomerase I, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,7335
"Carbamoyl-phosphate synthase [ammonia], mitochondrial",SINGLE PROTEIN,Target is a single protein chain,7336
Amidophosphoribosyltransferase,SINGLE PROTEIN,Target is a single protein chain,7338
Dihydropteroate synthase 1,SINGLE PROTEIN,Target is a single protein chain,7339
DNA polymerase/reverse transcriptase,SINGLE PROTEIN,Target is a single protein chain,7340
Glutamate-gated chloride channel,SINGLE PROTEIN,Target is a single protein chain,7384
Glutamate-gated chloride channel,SINGLE PROTEIN,Target is a single protein chain,7383
Voltage-activated calcium channel beta 1 subunit,SINGLE PROTEIN,Target is a single protein chain,7423
Voltage-activated calcium channel beta 2 subunit,SINGLE PROTEIN,Target is a single protein chain,7424
Pyruvate:ferredoxin oxidoreductase,SINGLE PROTEIN,Target is a single protein chain,7676
Pyruvate:ferredoxin oxidoreductase,SINGLE PROTEIN,Target is a single protein chain,7675
Thioredoxin reductase,SINGLE PROTEIN,Target is a single protein chain,7793
Thioredoxin reductase,SINGLE PROTEIN,Target is a single protein chain,7794
Interleukin-6 receptor alpha subunit,SINGLE PROTEIN,Target is a single protein chain,7798
T-lymphocyte activation antigen CD86,SINGLE PROTEIN,Target is a single protein chain,7799
T-lymphocyte activation antigen CD80,SINGLE PROTEIN,Target is a single protein chain,7800
Tumor necrosis factor ligand superfamily member 13B,SINGLE PROTEIN,Target is a single protein chain,7801
Synaptosomal-associated protein 25,SINGLE PROTEIN,Target is a single protein chain,7802
Vesicle-associated membrane protein 2,SINGLE PROTEIN,Target is a single protein chain,7803
Tumor necrosis factor receptor superfamily member 8,SINGLE PROTEIN,Target is a single protein chain,7804
Tumor necrosis factor ligand superfamily member 11,SINGLE PROTEIN,Target is a single protein chain,7805
Complement C5,SINGLE PROTEIN,Target is a single protein chain,7806
Cytotoxic T-lymphocyte protein 4,SINGLE PROTEIN,Target is a single protein chain,7807
Fusion glycoprotein F0,SINGLE PROTEIN,Target is a single protein chain,7808
Bacterial dihydropteroate synthase,SINGLE PROTEIN,Target is a single protein chain,2351
Bacterial dihydrofolate reductase,SINGLE PROTEIN,Target is a single protein chain,103
Bacterial beta-lactamase TEM,SINGLE PROTEIN,Target is a single protein chain,405
Isoleucyl-tRNA synthetase,SINGLE PROTEIN,Target is a single protein chain,7856
"1,3-beta-glucan synthase",SINGLE PROTEIN,Target is a single protein chain,3160
"1,3-beta-glucan synthase",SINGLE PROTEIN,Target is a single protein chain,7860
Bacterial enoyl-[acyl-carrier-protein] reductase,SINGLE PROTEIN,Target is a single protein chain,165
Squalene monooxygenase,SINGLE PROTEIN,Target is a single protein chain,7863
Thymidylate synthase,SINGLE PROTEIN,Target is a single protein chain,7864
Cytochrome P450 14alpha-demethylase,SINGLE PROTEIN,Target is a single protein chain,7956
Glutamine synthetase,SINGLE PROTEIN,Target is a single protein chain,7957
Esterase,SINGLE PROTEIN,Target is a single protein chain,7960
PDE7B protein,SINGLE PROTEIN,Target is a single protein chain,7961
Nicotinic acetylcholine receptor alpha 5 subunit,SINGLE PROTEIN,Target is a single protein chain,7963
AChE2,SINGLE PROTEIN,Target is a single protein chain,7964
Carboxylesterase,SINGLE PROTEIN,Target is a single protein chain,7965
Delta(14)-sterol reductase,SINGLE PROTEIN,Target is a single protein chain,7966
Phenol oxidase,SINGLE PROTEIN,Target is a single protein chain,7967
Cycloeucalenol cycloisomerase,SINGLE PROTEIN,Target is a single protein chain,7968
Acetolactate synthase,SINGLE PROTEIN,Target is a single protein chain,7970
Odorant-binding protein 1,SINGLE PROTEIN,Target is a single protein chain,7971
Odorant-binding protein 2,SINGLE PROTEIN,Target is a single protein chain,7972
Odorant-binding protein 3,SINGLE PROTEIN,Target is a single protein chain,7973
Protoporphyrinogen IX oxidase,SINGLE PROTEIN,Target is a single protein chain,7974
Photosystem II protein D1,SINGLE PROTEIN,Target is a single protein chain,7975
Tubulin alpha 4a,SINGLE PROTEIN,Target is a single protein chain,7976
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,7977
Glutamine synthetase,SINGLE PROTEIN,Target is a single protein chain,7978
Putative protoporphyrinogen IX oxidase,SINGLE PROTEIN,Target is a single protein chain,7979
Cytochrome b,SINGLE PROTEIN,Target is a single protein chain,7980
Voltage-gated sodium channel Nav1 alpha subunit,SINGLE PROTEIN,Target is a single protein chain,7981
Polyphenol oxidase,SINGLE PROTEIN,Target is a single protein chain,7982
"Voltage-dependent L-type calcium channel, putative",SINGLE PROTEIN,Target is a single protein chain,7983
Uncharacterized protein,SINGLE PROTEIN,Target is a single protein chain,8194
Glutathione synthetase,SINGLE PROTEIN,Target is a single protein chain,7985
P450 sterol 14-alpha-demethylase,SINGLE PROTEIN,Target is a single protein chain,7986
Uncharacterized protein,SINGLE PROTEIN,Target is a single protein chain,7987
"Cytochrome b-c1 complex subunit Rieske, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,7988
Photosystem I iron-sulfur center,SINGLE PROTEIN,Target is a single protein chain,7989
Threonyl-tRNA synthase,SINGLE PROTEIN,Target is a single protein chain,7990
Protoporphyrinogen oxidase,SINGLE PROTEIN,Target is a single protein chain,7991
Nicotinic acetylcholine receptor alpha8 subunit,SINGLE PROTEIN,Target is a single protein chain,7992
ACCase,SINGLE PROTEIN,Target is a single protein chain,7993
Ryanodien receptor,SINGLE PROTEIN,Target is a single protein chain,7994
Ryanodine receptor,SINGLE PROTEIN,Target is a single protein chain,7995
Gamma-glutamyltranspeptidase,SINGLE PROTEIN,Target is a single protein chain,7996
"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",SINGLE PROTEIN,Target is a single protein chain,7997
Acetolactate synthase,SINGLE PROTEIN,Target is a single protein chain,7998
Peroxidase,SINGLE PROTEIN,Target is a single protein chain,7999
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,8001
Carboxylesterase,SINGLE PROTEIN,Target is a single protein chain,8002
Hemagglutinin,SINGLE PROTEIN,Target is a single protein chain,8003
"Casein kinase 1, delta tv1",SINGLE PROTEIN,Target is a single protein chain,8005
Chitinase A1,SINGLE PROTEIN,Target is a single protein chain,8006
Histidine biosynthesis bifunctional protein HisB,SINGLE PROTEIN,Target is a single protein chain,8007
Voltage-dependent calcium channel alpha-1 subunit,SINGLE PROTEIN,Target is a single protein chain,8008
"Protoporphyrinogen oxidase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,8010
Voltage-dependent L-type calcium channel subunit alpha-1C,SINGLE PROTEIN,Target is a single protein chain,8011
Cytochrome b-245 light chain,SINGLE PROTEIN,Target is a single protein chain,8012
AMP deaminase,SINGLE PROTEIN,Target is a single protein chain,8013
"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",SINGLE PROTEIN,Target is a single protein chain,8014
Cytochrome b6-f complex subunit 4,SINGLE PROTEIN,Target is a single protein chain,8016
Ketol-acid reductoisomerase,SINGLE PROTEIN,Target is a single protein chain,8017
Photosystem Q(B) protein,SINGLE PROTEIN,Target is a single protein chain,8018
Histidinol dehydrogenase,SINGLE PROTEIN,Target is a single protein chain,8019
Photosystem I iron-sulfur center,SINGLE PROTEIN,Target is a single protein chain,8020
Glucosyltransferase-SI,SINGLE PROTEIN,Target is a single protein chain,8021
Muscarinic acetylcholine receptor DM1,SINGLE PROTEIN,Target is a single protein chain,8022
G2/mitotic-specific cyclin-B,SINGLE PROTEIN,Target is a single protein chain,8023
Glutamate--cysteine ligase catalytic subunit,SINGLE PROTEIN,Target is a single protein chain,8024
Acetylcholine receptor subunit beta-like 2,SINGLE PROTEIN,Target is a single protein chain,8025
Trophozoite cysteine proteinase,SINGLE PROTEIN,Target is a single protein chain,8026
15-cis-phytoene desaturase,SINGLE PROTEIN,Target is a single protein chain,8027
Probable glutathione reductase 2,SINGLE PROTEIN,Target is a single protein chain,8028
"Triosephosphate isomerase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,8029
Glutathione S-transferase,SINGLE PROTEIN,Target is a single protein chain,8030
"Glutathione reductase, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,8031
Vacuolar acid trehalase,SINGLE PROTEIN,Target is a single protein chain,8032
"Protoporphyrinogen oxidase 1, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,8034
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,SINGLE PROTEIN,Target is a single protein chain,8035
Photosystem Q(B) protein,SINGLE PROTEIN,Target is a single protein chain,8036
Obtusifoliol 14-alpha demethylase,SINGLE PROTEIN,Target is a single protein chain,8037
Glutamate--cysteine ligase catalytic subunit,SINGLE PROTEIN,Target is a single protein chain,8038
Glutamate receptor-interacting protein 1,SINGLE PROTEIN,Target is a single protein chain,8039
"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,8040
Glutamine synthetase,SINGLE PROTEIN,Target is a single protein chain,8041
Glutamate racemase,SINGLE PROTEIN,Target is a single protein chain,8042
D-alanine--D-alanine ligase,SINGLE PROTEIN,Target is a single protein chain,8043
Bifunctional dihydrofolate reductase-thymidylate synthase,SINGLE PROTEIN,Target is a single protein chain,8044
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,8045
Tubulin polymerization-promoting protein,SINGLE PROTEIN,Target is a single protein chain,8046
"Sterol-8,7-isomerase",SINGLE PROTEIN,Target is a single protein chain,8047
Chloroplast thylakoid membrane protein (psbA),SINGLE PROTEIN,Target is a single protein chain,8048
Acetyl-CoA carboxylase,SINGLE PROTEIN,Target is a single protein chain,8049
"Coproporphyrinogen-III oxidase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,8050
Glutamine synthetase,SINGLE PROTEIN,Target is a single protein chain,8051
Putative uncharacterized protein,SINGLE PROTEIN,Target is a single protein chain,8052
Liver carboxylesterase B-1,SINGLE PROTEIN,Target is a single protein chain,8053
"Ketol-acid reductoisomerase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,8054
Photosystem II reaction center protein M,SINGLE PROTEIN,Target is a single protein chain,8055
Potassium channel protein,SINGLE PROTEIN,Target is a single protein chain,8056
NS5B protein,SINGLE PROTEIN,Target is a single protein chain,8058
Structural capsid protein,SINGLE PROTEIN,Target is a single protein chain,8059
Integrase,SINGLE PROTEIN,Target is a single protein chain,8060
Octopamine receptor,SINGLE PROTEIN,Target is a single protein chain,8061
Large conductance calcium activated potassium channel pSlo spliceform 1-5A,SINGLE PROTEIN,Target is a single protein chain,8062
Phytoene desaturase,SINGLE PROTEIN,Target is a single protein chain,8063
"Protoporphyrinogen oxidase, chloroplastic/mitochondrial",SINGLE PROTEIN,Target is a single protein chain,8064
"Protoporphyrinogen oxidase, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,8065
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,8066
Protoporphyrinogen IX oxidase,SINGLE PROTEIN,Target is a single protein chain,8067
Glutamate--cysteine ligase,SINGLE PROTEIN,Target is a single protein chain,8068
Ace-orthologous acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,8069
Protoporphyrinogen IX oxidase,SINGLE PROTEIN,Target is a single protein chain,8070
Reverse transcriptase,SINGLE PROTEIN,Target is a single protein chain,8071
Protease,SINGLE PROTEIN,Target is a single protein chain,8072
G-protein coupled receptor,SINGLE PROTEIN,Target is a single protein chain,8074
Acetolactate synthase,SINGLE PROTEIN,Target is a single protein chain,8078
Acetolactate synthase,SINGLE PROTEIN,Target is a single protein chain,8110
Photosystem Q(B) protein,SINGLE PROTEIN,Target is a single protein chain,8112
Pheromone-degrading enzyme,SINGLE PROTEIN,Target is a single protein chain,8101
Tyrosine-protein kinase transmembrane receptor ROR2,SINGLE PROTEIN,Target is a single protein chain,8137
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",SINGLE PROTEIN,Target is a single protein chain,8139
Acyl-CoA wax alcohol acyltransferase 2,SINGLE PROTEIN,Target is a single protein chain,8140
Acyl-CoA wax alcohol acyltransferase 1,SINGLE PROTEIN,Target is a single protein chain,8141
"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",SINGLE PROTEIN,Target is a single protein chain,8142
"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",SINGLE PROTEIN,Target is a single protein chain,8143
Transcriptional activator Myb,SINGLE PROTEIN,Target is a single protein chain,8144
Poly [ADP-ribose] polymerase 6,SINGLE PROTEIN,Target is a single protein chain,8145
TCDD-inducible poly [ADP-ribose] polymerase,SINGLE PROTEIN,Target is a single protein chain,8146
Poly [ADP-ribose] polymerase 11,SINGLE PROTEIN,Target is a single protein chain,8147
Endothelial lipase,SINGLE PROTEIN,Target is a single protein chain,8148
G-protein coupled receptor,SINGLE PROTEIN,Target is a single protein chain,8149
Calcium release-activated calcium channel protein 1,SINGLE PROTEIN,Target is a single protein chain,8150
Bone morphogenetic protein 4,SINGLE PROTEIN,Target is a single protein chain,8153
Monocyte differentiation antigen CD14,SINGLE PROTEIN,Target is a single protein chain,8155
