name,target type,desc,component id
Solute carrier family 22 member 3,SINGLE PROTEIN,5905,5905
Solute carrier organic anion transporter family member 3A1,SINGLE PROTEIN,5906,5906
Ileal sodium/bile acid cotransporter,SINGLE PROTEIN,5907,5907
Multidrug resistance-associated protein 7,SINGLE PROTEIN,5908,5908
Solute carrier organic anion transporter family member 1C1,SINGLE PROTEIN,5909,5909
Solute carrier organic anion transporter family member 3A1,SINGLE PROTEIN,5910,5910
Solute carrier organic anion transporter family member 4C1,SINGLE PROTEIN,5911,5911
Solute carrier family 15 member 1,SINGLE PROTEIN,5912,5912
Solute carrier organic anion transporter family member 1A5,SINGLE PROTEIN,5913,5913
Solute carrier family 22 member 5,SINGLE PROTEIN,5914,5914
Solute carrier family 22 member 4,SINGLE PROTEIN,5915,5915
Bile salt export pump,SINGLE PROTEIN,5916,5916
Solute carrier organic anion transporter family member 1A1,SINGLE PROTEIN,5917,5917
Solute carrier organic anion transporter family member 1C1,SINGLE PROTEIN,5918,5918
Solute carrier organic anion transporter family member 2B1,SINGLE PROTEIN,5919,5919
Solute carrier organic anion transporter family member 2A1,SINGLE PROTEIN,5920,5920
Solute carrier organic anion transporter family member 1A4,SINGLE PROTEIN,5921,5921
Solute carrier organic anion transporter family member 4A1,SINGLE PROTEIN,5922,5922
ATP-binding cassette sub-family C member 11,SINGLE PROTEIN,5923,5923
Solute carrier organic anion transporter family member 2A1,SINGLE PROTEIN,5924,5924
Monocarboxylate transporter 2,SINGLE PROTEIN,5925,5925
ATP-binding cassette sub-family G member 2,SINGLE PROTEIN,5926,5926
Multidrug resistance protein 3,SINGLE PROTEIN,5927,5927
Solute carrier organic anion transporter family member 1A3,SINGLE PROTEIN,5928,5928
Ileal sodium/bile acid cotransporter,SINGLE PROTEIN,5929,5929
Monocarboxylate transporter 1,SINGLE PROTEIN,5930,5930
Solute carrier organic anion transporter family member 4C1,SINGLE PROTEIN,5931,5931
Multidrug resistance-associated protein 4,SINGLE PROTEIN,5932,5932
Multidrug resistance-associated protein 6,SINGLE PROTEIN,5933,5933
Sodium/bile acid cotransporter,SINGLE PROTEIN,5934,5934
Solute carrier family 15 member 1,SINGLE PROTEIN,5935,5935
Solute carrier family 22 member 21,SINGLE PROTEIN,5936,5936
Solute carrier family 22 member 7,SINGLE PROTEIN,5937,5937
Monocarboxylate transporter 10,SINGLE PROTEIN,5938,5938
Monocarboxylate transporter 2,SINGLE PROTEIN,5939,5939
SLC16A10 protein,SINGLE PROTEIN,5940,5940
Monocarboxylate transporter 8,SINGLE PROTEIN,5941,5941
Solute carrier family 22 member 9,SINGLE PROTEIN,5852,5852
Solute carrier family 22 member 16,SINGLE PROTEIN,5853,5853
Organic solute transporter subunit alpha,SINGLE PROTEIN,5854,5854
Organic solute transporter subunit alpha,SINGLE PROTEIN,5855,5855
GTPase NRas,SINGLE PROTEIN,5879,5879
Son of sevenless homolog 1,SINGLE PROTEIN,5880,5880
Beta-lactamase II,SINGLE PROTEIN,5881,5881
Activated CDC42 kinase 1,SINGLE PROTEIN,5882,5882
Serine protease hepsin,SINGLE PROTEIN,5883,5883
Protein prune homolog,SINGLE PROTEIN,5884,5884
Snake venom metalloproteinase Bap1,SINGLE PROTEIN,5885,5885
Protein-glutamine gamma-glutamyltransferase 6,SINGLE PROTEIN,5886,5886
Protein-glutamine gamma-glutamyltransferase 2,SINGLE PROTEIN,5887,5887
Menin/Histone-lysine N-methyltransferase MLL,PROTEIN-PROTEIN INTERACTION,3034,3034
Menin/Histone-lysine N-methyltransferase MLL,PROTEIN-PROTEIN INTERACTION,5131,5131
Runt-related transcription factor 1/Core-binding factor subunit beta,PROTEIN-PROTEIN INTERACTION,5234,5234
Runt-related transcription factor 1/Core-binding factor subunit beta,PROTEIN-PROTEIN INTERACTION,1014,1014
Phosphodiesterase 4,PROTEIN FAMILY,2789,2789
Phosphodiesterase 4,PROTEIN FAMILY,2177,2177
Phosphodiesterase 4,PROTEIN FAMILY,306,306
Phosphodiesterase 4,PROTEIN FAMILY,2079,2079
Adrenergic receptor alpha-2,PROTEIN FAMILY,961,961
Adrenergic receptor alpha-2,PROTEIN FAMILY,1677,1677
Adrenergic receptor alpha-2,PROTEIN FAMILY,2746,2746
Histone deacetylase,PROTEIN FAMILY,1516,1516
Histone deacetylase,PROTEIN FAMILY,3409,3409
Histone deacetylase,PROTEIN FAMILY,126,126
Histone deacetylase,PROTEIN FAMILY,1845,1845
Histone deacetylase,PROTEIN FAMILY,1052,1052
Histone deacetylase,PROTEIN FAMILY,900,900
Histone deacetylase,PROTEIN FAMILY,2464,2464
Histone deacetylase,PROTEIN FAMILY,107,107
Histone deacetylase,PROTEIN FAMILY,257,257
Histone deacetylase,PROTEIN FAMILY,178,178
Histone deacetylase,PROTEIN FAMILY,1630,1630
Estrogen receptor,PROTEIN FAMILY,317,317
Estrogen receptor,PROTEIN FAMILY,410,410
Protein kinase C (PKC),PROTEIN FAMILY,1760,1760
Protein kinase C (PKC),PROTEIN FAMILY,2241,2241
Protein kinase C (PKC),PROTEIN FAMILY,1902,1902
Protein kinase C (PKC),PROTEIN FAMILY,930,930
Protein kinase C (PKC),PROTEIN FAMILY,966,966
Protein kinase C (PKC),PROTEIN FAMILY,1326,1326
Protein kinase C (PKC),PROTEIN FAMILY,1268,1268
Protein kinase C (PKC),PROTEIN FAMILY,1372,1372
Protein kinase C (PKC),PROTEIN FAMILY,1934,1934
Protein kinase C (PKC),PROTEIN FAMILY,933,933
Protein kinase C (PKC),PROTEIN FAMILY,2181,2181
Dopamine receptor,PROTEIN FAMILY,2131,2131
Dopamine receptor,PROTEIN FAMILY,2024,2024
Dopamine receptor,PROTEIN FAMILY,1463,1463
Dopamine receptor,PROTEIN FAMILY,1683,1683
Dopamine receptor,PROTEIN FAMILY,622,622
Integrin alpha-IIb/beta-3,PROTEIN COMPLEX,5,5
Integrin alpha-IIb/beta-3,PROTEIN COMPLEX,144,144
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,2961,2961
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,2194,2194
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,2748,2748
"Glutamate receptor ionotropic, AMPA",PROTEIN COMPLEX GROUP,1825,1825
"Glutamate receptor ionotropic, AMPA",PROTEIN COMPLEX GROUP,1824,1824
"Glutamate receptor ionotropic, AMPA",PROTEIN COMPLEX GROUP,1826,1826
"Glutamate receptor ionotropic, AMPA",PROTEIN COMPLEX GROUP,2069,2069
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1173,1173
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,153,153
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,23,23
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,813,813
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1911,1911
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,3417,3417
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1075,1075
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,2952,2952
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,2363,2363
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1354,1354
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1827,1827
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,47,47
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,79,79
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,2875,2875
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,4850,4850
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,3269,3269
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,662,662
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1945,1945
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1944,1944
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1178,1178
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,3442,3442
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1465,1465
Protein farnesyltransferase,PROTEIN COMPLEX,985,985
Protein farnesyltransferase,PROTEIN COMPLEX,760,760
Muscarinic acetylcholine receptor,PROTEIN FAMILY,364,364
Muscarinic acetylcholine receptor,PROTEIN FAMILY,69,69
Muscarinic acetylcholine receptor,PROTEIN FAMILY,372,372
Muscarinic acetylcholine receptor,PROTEIN FAMILY,170,170
Muscarinic acetylcholine receptor,PROTEIN FAMILY,117,117
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,920,920
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,1782,1782
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,19,19
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,2885,2885
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,4,4
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,3293,3293
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,18,18
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,14,14
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,20,20
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,3063,3063
Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,3273,3273
Adrenergic receptor alpha,PROTEIN FAMILY,33,33
Adrenergic receptor alpha,PROTEIN FAMILY,961,961
Adrenergic receptor alpha,PROTEIN FAMILY,1677,1677
Adrenergic receptor alpha,PROTEIN FAMILY,45,45
Adrenergic receptor alpha,PROTEIN FAMILY,2746,2746
Adrenergic receptor alpha,PROTEIN FAMILY,25,25
Angiotensin II receptor,PROTEIN FAMILY,1661,1661
Angiotensin II receptor,PROTEIN FAMILY,2648,2648
Angiotensin II receptor,PROTEIN FAMILY,1921,1921
Estrogen receptor,PROTEIN FAMILY,1393,1393
Estrogen receptor,PROTEIN FAMILY,1325,1325
Estrogen receptor,PROTEIN FAMILY,1060,1060
Estrogen receptor,PROTEIN FAMILY,1349,1349
MAP kinase p38,PROTEIN FAMILY,2992,2992
MAP kinase p38,PROTEIN FAMILY,2280,2280
MAP kinase p38,PROTEIN FAMILY,2937,2937
MAP kinase p38,PROTEIN FAMILY,1269,1269
Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX,1779,1779
Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX,752,752
Adenosine A2 receptor,PROTEIN FAMILY,927,927
Adenosine A2 receptor,PROTEIN FAMILY,963,963
Adrenergic receptor beta,PROTEIN FAMILY,213,213
Adrenergic receptor beta,PROTEIN FAMILY,185,185
Adrenergic receptor beta,PROTEIN FAMILY,2091,2091
"Glutamate receptor ionotropic, kainate",PROTEIN COMPLEX GROUP,2060,2060
"Glutamate receptor ionotropic, kainate",PROTEIN COMPLEX GROUP,2360,2360
"Glutamate receptor ionotropic, kainate",PROTEIN COMPLEX GROUP,1926,1926
"Glutamate receptor ionotropic, kainate",PROTEIN COMPLEX GROUP,1249,1249
"Glutamate receptor ionotropic, kainate",PROTEIN COMPLEX GROUP,1371,1371
GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,79,79
GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,1354,1354
GABA-A receptor; alpha-3/beta-3/gamma-2,PROTEIN COMPLEX,153,153
GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,23,23
GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,79,79
GABA-A receptor; alpha-1/beta-3/gamma-2,PROTEIN COMPLEX,153,153
GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,3417,3417
GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,79,79
GABA-A receptor; alpha-5/beta-3/gamma-2,PROTEIN COMPLEX,153,153
Serotonin (5-HT) receptor,PROTEIN FAMILY,1779,1779
Serotonin (5-HT) receptor,PROTEIN FAMILY,1545,1545
Serotonin (5-HT) receptor,PROTEIN FAMILY,2964,2964
Serotonin (5-HT) receptor,PROTEIN FAMILY,2634,2634
Serotonin (5-HT) receptor,PROTEIN FAMILY,2194,2194
Serotonin (5-HT) receptor,PROTEIN FAMILY,3093,3093
Serotonin (5-HT) receptor,PROTEIN FAMILY,2961,2961
Serotonin (5-HT) receptor,PROTEIN FAMILY,953,953
Serotonin (5-HT) receptor,PROTEIN FAMILY,3743,3743
Serotonin (5-HT) receptor,PROTEIN FAMILY,2748,2748
Serotonin (5-HT) receptor,PROTEIN FAMILY,2973,2973
Serotonin (5-HT) receptor,PROTEIN FAMILY,1694,1694
Serotonin (5-HT) receptor,PROTEIN FAMILY,752,752
Serotonin (5-HT) receptor,PROTEIN FAMILY,1780,1780
Glutamate [NMDA] receptor,PROTEIN COMPLEX GROUP,1243,1243
Glutamate [NMDA] receptor,PROTEIN COMPLEX GROUP,56,56
Glutamate [NMDA] receptor,PROTEIN COMPLEX GROUP,59,59
Glutamate [NMDA] receptor,PROTEIN COMPLEX GROUP,926,926
Glutamate [NMDA] receptor,PROTEIN COMPLEX GROUP,58,58
Glutamate [NMDA] receptor,PROTEIN COMPLEX GROUP,2427,2427
Glutamate [NMDA] receptor,PROTEIN COMPLEX GROUP,3104,3104
Phosphodiesterase 3,PROTEIN FAMILY,2231,2231
Phosphodiesterase 3,PROTEIN FAMILY,379,379
Cyclin-dependent kinase 2/cyclin E,PROTEIN COMPLEX,35,35
Cyclin-dependent kinase 2/cyclin E,PROTEIN COMPLEX,36,36
Cyclin-dependent kinase 2/cyclin E,PROTEIN COMPLEX,1213,1213
Cyclin-dependent kinase 1/cyclin B,PROTEIN COMPLEX,2039,2039
Cyclin-dependent kinase 1/cyclin B,PROTEIN COMPLEX,22,22
Cyclin-dependent kinase 1/cyclin B,PROTEIN COMPLEX,7,7
Cyclin-dependent kinase 1/cyclin B,PROTEIN COMPLEX,1925,1925
Cyclin-dependent kinase 2/cyclin A,PROTEIN COMPLEX,918,918
Cyclin-dependent kinase 2/cyclin A,PROTEIN COMPLEX,1927,1927
Cyclin-dependent kinase 2/cyclin A,PROTEIN COMPLEX,36,36
Opioid receptor,PROTEIN FAMILY,2192,2192
Opioid receptor,PROTEIN FAMILY,1922,1922
Opioid receptor,PROTEIN FAMILY,1932,1932
Opioid receptor,PROTEIN FAMILY,1931,1931
GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,79,79
GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,153,153
GABA-A receptor; alpha-2/beta-3/gamma-2,PROTEIN COMPLEX,3269,3269
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,955,955
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,927,927
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,963,963
Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX GROUP,3112,3112
Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX GROUP,2991,2991
Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX GROUP,2215,2215
Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX GROUP,2130,2130
Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX GROUP,214,214
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1447,1447
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,645,645
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1464,1464
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,2550,2550
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,2555,2555
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,2227,2227
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1081,1081
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,2501,2501
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1169,1169
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1221,1221
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,3027,3027
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1041,1041
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1570,1570
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1272,1272
GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,1709,1709
Tubulin,PROTEIN FAMILY,2068,2068
Tubulin,PROTEIN FAMILY,2581,2581
Tubulin,PROTEIN FAMILY,1716,1716
Gamma-secretase,PROTEIN COMPLEX,727,727
Gamma-secretase,PROTEIN COMPLEX,814,814
Gamma-secretase,PROTEIN COMPLEX,704,704
Gamma-secretase,PROTEIN COMPLEX,1740,1740
Gamma-secretase,PROTEIN COMPLEX,716,716
Gamma-secretase,PROTEIN COMPLEX,2023,2023
cAMP-dependent protein kinase (PKA),PROTEIN FAMILY,1248,1248
cAMP-dependent protein kinase (PKA),PROTEIN FAMILY,2419,2419
cAMP-dependent protein kinase (PKA),PROTEIN FAMILY,4999,4999
DNA gyrase,PROTEIN COMPLEX,123,123
DNA gyrase,PROTEIN COMPLEX,166,166
Angiotensin II receptor (AT-1) type-1,PROTEIN FAMILY,1921,1921
Angiotensin II receptor (AT-1) type-1,PROTEIN FAMILY,1661,1661
Adrenergic receptor alpha-1,PROTEIN FAMILY,233,233
Adrenergic receptor alpha-1,PROTEIN FAMILY,258,258
Adrenergic receptor alpha-1,PROTEIN FAMILY,146,146
Monoamine transporters; serotonin & dopamine,SELECTIVITY GROUP,1719,1719
Monoamine transporters; serotonin & dopamine,SELECTIVITY GROUP,1165,1165
Cyclooxygenase,PROTEIN FAMILY,162,162
Cyclooxygenase,PROTEIN FAMILY,148,148
Cysteinyl leukotriene receptor,PROTEIN FAMILY,89,89
Cysteinyl leukotriene receptor,PROTEIN FAMILY,2647,2647
DNA topoisomerase II,PROTEIN FAMILY,100,100
DNA topoisomerase II,PROTEIN FAMILY,1717,1717
Angiotensin II receptor,PROTEIN FAMILY,132,132
Angiotensin II receptor,PROTEIN FAMILY,2924,2924
Adenosine A2 receptor,PROTEIN FAMILY,184,184
Adenosine A2 receptor,PROTEIN FAMILY,326,326
Nuclear factor NF-kappa-B complex,PROTEIN COMPLEX GROUP,1331,1331
Nuclear factor NF-kappa-B complex,PROTEIN COMPLEX GROUP,3824,3824
Nuclear factor NF-kappa-B complex,PROTEIN COMPLEX GROUP,1572,1572
Protein kinase C (PKC),PROTEIN FAMILY,1950,1950
Protein kinase C (PKC),PROTEIN FAMILY,2309,2309
Protein kinase C (PKC),PROTEIN FAMILY,2880,2880
Protein kinase C (PKC),PROTEIN FAMILY,1185,1185
Protein kinase C (PKC),PROTEIN FAMILY,1924,1924
Protein kinase C (PKC),PROTEIN FAMILY,3674,3674
Protein kinase C (PKC),PROTEIN FAMILY,1746,1746
Protein kinase C (PKC),PROTEIN FAMILY,1348,1348
Phosphodiesterase 4,PROTEIN FAMILY,1705,1705
Phosphodiesterase 4,PROTEIN FAMILY,1048,1048
Phosphodiesterase 4,PROTEIN FAMILY,4979,4979
Phosphodiesterase 4,PROTEIN FAMILY,2879,2879
Melatonin receptor,PROTEIN FAMILY,268,268
Melatonin receptor,PROTEIN FAMILY,269,269
Opioid receptors; mu & delta,SELECTIVITY GROUP,349,349
Opioid receptors; mu & delta,SELECTIVITY GROUP,242,242
Phosphodiesterase 1,PROTEIN FAMILY,2936,2936
Phosphodiesterase 1,PROTEIN FAMILY,1743,1743
Phosphodiesterase 1,PROTEIN FAMILY,2741,2741
Opioid receptors; delta & kappa,SELECTIVITY GROUP,242,242
Opioid receptors; delta & kappa,SELECTIVITY GROUP,177,177
Sulfonylurea receptors; K-ATP channels,PROTEIN COMPLEX GROUP,294,294
Sulfonylurea receptors; K-ATP channels,PROTEIN COMPLEX GROUP,3086,3086
Sulfonylurea receptors; K-ATP channels,PROTEIN COMPLEX GROUP,412,412
Sulfonylurea receptors; K-ATP channels,PROTEIN COMPLEX GROUP,200,200
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,306,306
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,2079,2079
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,2231,2231
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,2177,2177
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,2789,2789
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,379,379
Melatonin receptor,PROTEIN FAMILY,2872,2872
Melatonin receptor,PROTEIN FAMILY,2782,2782
Melatonin receptor,PROTEIN FAMILY,1519,1519
Opioid receptors; mu & delta,SELECTIVITY GROUP,1931,1931
Opioid receptors; mu & delta,SELECTIVITY GROUP,2192,2192
Opioid receptors; mu & kappa,SELECTIVITY GROUP,349,349
Opioid receptors; mu & kappa,SELECTIVITY GROUP,177,177
Cyclooxygenase,PROTEIN FAMILY,2361,2361
Cyclooxygenase,PROTEIN FAMILY,1308,1308
Adrenergic receptor alpha-2,PROTEIN FAMILY,263,263
Adrenergic receptor alpha-2,PROTEIN FAMILY,180,180
Adrenergic receptor alpha-2,PROTEIN FAMILY,230,230
Serotonin 1 (5-HT1) receptor,PROTEIN FAMILY,3743,3743
Serotonin 1 (5-HT1) receptor,PROTEIN FAMILY,3093,3093
Serotonin 1 (5-HT1) receptor,PROTEIN FAMILY,1780,1780
Serotonin 1 (5-HT1) receptor,PROTEIN FAMILY,2964,2964
Leukotriene B4 receptor,PROTEIN FAMILY,1515,1515
Leukotriene B4 receptor,PROTEIN FAMILY,2232,2232
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3,PROTEIN-PROTEIN INTERACTION,241,241
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3,PROTEIN-PROTEIN INTERACTION,5196,5196
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1,PROTEIN-PROTEIN INTERACTION,241,241
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1,PROTEIN-PROTEIN INTERACTION,5235,5235
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2,PROTEIN-PROTEIN INTERACTION,241,241
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2,PROTEIN-PROTEIN INTERACTION,5197,5197
Geranylgeranyl transferase type I,PROTEIN COMPLEX,760,760
Geranylgeranyl transferase type I,PROTEIN COMPLEX,2454,2454
Heat shock protein HSP90,PROTEIN FAMILY,2201,2201
Heat shock protein HSP90,PROTEIN FAMILY,2620,2620
Adrenergic receptor beta,PROTEIN FAMILY,1573,1573
Adrenergic receptor beta,PROTEIN FAMILY,2070,2070
Adrenergic receptor beta,PROTEIN FAMILY,2350,2350
GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,28,28
GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,50,50
GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,48,48
Hemoglobin HbA,PROTEIN COMPLEX,2649,2649
Hemoglobin HbA,PROTEIN COMPLEX,1217,1217
Dopamine receptors; D2 & D3,SELECTIVITY GROUP,129,129
Dopamine receptors; D2 & D3,SELECTIVITY GROUP,149,149
Estrogen receptor,PROTEIN FAMILY,1260,1260
Estrogen receptor,PROTEIN FAMILY,745,745
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,1721,1721
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,3278,3278
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,3220,3220
GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,79,79
GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,47,47
GABA-A receptor; alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,23,23
Potassium-transporting ATPase,PROTEIN COMPLEX,96,96
Potassium-transporting ATPase,PROTEIN COMPLEX,3508,3508
SUMO-activating enzyme,PROTEIN COMPLEX,4934,4934
SUMO-activating enzyme,PROTEIN COMPLEX,4933,4933
Monoamine transporters; Norepininephrine & dopamine,SELECTIVITY GROUP,2355,2355
Monoamine transporters; Norepininephrine & dopamine,SELECTIVITY GROUP,1719,1719
Voltage-gated L-type calcium channel,PROTEIN FAMILY,2450,2450
Voltage-gated L-type calcium channel,PROTEIN FAMILY,2078,2078
Voltage-gated L-type calcium channel,PROTEIN FAMILY,2426,2426
Protein farnesyltransferase,PROTEIN COMPLEX,2989,2989
Protein farnesyltransferase,PROTEIN COMPLEX,719,719
Adenylate cyclase,PROTEIN FAMILY,1289,1289
Adenylate cyclase,PROTEIN FAMILY,1209,1209
Adenylate cyclase,PROTEIN FAMILY,1409,1409
Adenylate cyclase,PROTEIN FAMILY,1208,1208
Adenylate cyclase,PROTEIN FAMILY,2259,2259
Adenylate cyclase,PROTEIN FAMILY,3180,3180
Adenylate cyclase,PROTEIN FAMILY,1306,1306
Adenylate cyclase,PROTEIN FAMILY,1015,1015
Carbonic anhydrase,PROTEIN FAMILY,1913,1913
Carbonic anhydrase,PROTEIN FAMILY,1353,1353
Carbonic anhydrase,PROTEIN FAMILY,1563,1563
Carbonic anhydrase,PROTEIN FAMILY,702,702
Carbonic anhydrase,PROTEIN FAMILY,2233,2233
Carbonic anhydrase,PROTEIN FAMILY,94,94
Carbonic anhydrase,PROTEIN FAMILY,1214,1214
Carbonic anhydrase,PROTEIN FAMILY,2288,2288
Carbonic anhydrase,PROTEIN FAMILY,667,667
Carbonic anhydrase,PROTEIN FAMILY,3106,3106
Carbonic anhydrase,PROTEIN FAMILY,1831,1831
Carbonic anhydrase,PROTEIN FAMILY,2045,2045
Opioid receptors; mu/kappa/delta,PROTEIN FAMILY,349,349
Opioid receptors; mu/kappa/delta,PROTEIN FAMILY,177,177
Opioid receptors; mu/kappa/delta,PROTEIN FAMILY,242,242
Tubulin,PROTEIN COMPLEX GROUP,290,290
Tubulin,PROTEIN COMPLEX GROUP,411,411
Tubulin,PROTEIN COMPLEX GROUP,229,229
Tubulin,PROTEIN COMPLEX GROUP,2155,2155
Tubulin,PROTEIN COMPLEX GROUP,2343,2343
Tubulin,PROTEIN COMPLEX GROUP,3737,3737
Tubulin,PROTEIN COMPLEX GROUP,1976,1976
Tubulin,PROTEIN COMPLEX GROUP,154,154
Tubulin,PROTEIN COMPLEX GROUP,932,932
Tubulin,PROTEIN COMPLEX GROUP,7949,7949
Tubulin,PROTEIN COMPLEX GROUP,7952,7952
Tubulin,PROTEIN COMPLEX GROUP,7951,7951
Tubulin,PROTEIN COMPLEX GROUP,7950,7950
Tubulin,PROTEIN COMPLEX GROUP,7954,7954
Tubulin,PROTEIN COMPLEX GROUP,7953,7953
Shiga toxin,PROTEIN COMPLEX,5199,5199
Shiga toxin,PROTEIN COMPLEX,5198,5198
Integrin alpha-4/beta-7,PROTEIN COMPLEX,21,21
Integrin alpha-4/beta-7,PROTEIN COMPLEX,1310,1310
Cholecystokinin receptor,PROTEIN FAMILY,216,216
Cholecystokinin receptor,PROTEIN FAMILY,109,109
Sodium/potassium-transporting ATPase,PROTEIN COMPLEX GROUP,101,101
Sodium/potassium-transporting ATPase,PROTEIN COMPLEX GROUP,673,673
Sodium/potassium-transporting ATPase,PROTEIN COMPLEX GROUP,2371,2371
Sodium/potassium-transporting ATPase,PROTEIN COMPLEX GROUP,2372,2372
Sodium/potassium-transporting ATPase,PROTEIN COMPLEX GROUP,2956,2956
Sodium/potassium-transporting ATPase,PROTEIN COMPLEX GROUP,1577,1577
Sodium/potassium-transporting ATPase,PROTEIN COMPLEX GROUP,1051,1051
Sodium/potassium-transporting ATPase,PROTEIN COMPLEX GROUP,721,721
